frame,time,features,flow_left,flow_center,flow_right,speed,x,y,z,yaw,collision,state,flow_std
10,1748941073.36,150,3.511,3.268,4.020,1.82,2.19,0.00,-1.03,-0.00,1,none,0.565
11,1748941073.47,150,2.391,2.236,2.866,1.84,2.38,0.00,-1.03,-0.00,0,none,0.300
12,1748941073.57,150,1.918,1.798,2.401,1.86,2.56,0.00,-1.03,-0.00,0,none,0.296
13,1748941073.66,150,1.691,1.555,2.173,1.87,2.75,0.00,-1.03,-0.00,0,none,0.336
14,1748941073.77,150,1.528,1.372,2.006,1.89,2.95,0.00,-1.03,-0.00,0,none,0.336
15,1748941073.87,150,0.998,0.827,1.470,1.90,3.14,-0.00,-1.03,-0.00,0,none,0.364
16,1748941073.97,150,0.906,0.677,1.390,1.91,3.33,-0.00,-1.03,-0.00,0,none,0.382
17,1748941074.07,150,0.874,0.568,1.356,1.92,3.52,-0.00,-1.03,-0.00,0,none,0.402
18,1748941074.17,150,0.827,0.468,1.319,1.93,3.76,-0.00,-1.03,-0.00,0,none,0.418
19,1748941074.30,150,0.835,0.408,1.364,1.94,4.00,-0.00,-1.03,-0.00,0,none,0.525
20,1748941074.42,150,0.840,0.357,1.403,1.94,4.21,-0.00,-1.03,-0.00,0,none,0.531
21,1748941074.54,150,0.851,0.315,1.436,1.95,4.45,-0.00,-1.03,-0.00,0,none,0.543
22,1748941074.66,150,0.865,0.285,1.481,1.95,4.68,-0.00,-1.03,-0.00,0,none,0.572
23,1748941074.77,150,0.880,0.261,1.518,1.96,4.89,-0.00,-1.03,-0.00,0,none,0.566
24,1748941074.88,150,0.857,0.230,1.485,1.96,5.11,-0.00,-1.03,-0.00,0,none,0.559
25,1748941074.99,150,0.854,0.210,1.488,1.96,5.33,-0.00,-1.03,-0.00,0,none,0.624
26,1748941075.11,150,0.852,0.198,1.502,1.97,5.55,-0.00,-1.03,-0.00,0,none,0.628
27,1748941075.22,150,0.839,0.184,1.497,1.97,5.76,-0.00,-1.03,-0.00,0,none,0.617
28,1748941075.32,148,0.830,0.174,1.462,1.97,5.98,-0.00,-1.03,-0.00,0,none,0.537
29,1748941075.44,147,0.850,0.172,1.466,1.97,6.19,-0.00,-1.03,-0.00,0,none,0.565
30,1748941075.54,146,0.830,0.163,1.409,1.97,6.39,-0.00,-1.03,-0.00,0,timeout_nudge,0.521
31,1748941076.65,143,1.949,1.013,2.475,0.91,7.97,-0.00,-1.12,-0.00,0,none,3.141
32,1748941076.75,143,1.855,1.036,2.257,0.83,8.06,-0.00,-1.12,-0.00,0,none,0.106
33,1748941076.86,143,2.294,1.479,2.525,0.72,8.14,-0.00,-1.12,-0.00,0,none,1.004
34,1748941076.97,143,2.401,1.730,2.531,0.61,8.21,-0.00,-1.12,-0.00,0,none,0.072
35,1748941077.07,143,2.388,1.842,2.425,0.49,8.27,-0.00,-1.12,-0.00,0,none,0.070
36,1748941077.19,143,1.142,0.996,1.100,0.38,8.32,-0.00,-1.12,-0.00,0,none,0.058
37,1748941077.28,143,1.112,0.970,1.063,0.27,8.35,-0.00,-1.12,-0.00,0,none,0.045
38,1748941077.39,143,0.600,0.578,0.623,0.16,8.37,-0.00,-1.11,-0.00,0,nudge,0.036
39,1748941078.50,142,2.413,1.476,1.752,0.35,8.58,-0.00,-1.06,-0.00,0,none,8.323
40,1748941078.60,136,2.442,1.500,1.772,0.35,8.61,-0.00,-1.05,-0.00,0,none,0.064
41,1748941078.69,136,3.117,1.871,2.398,0.33,8.65,-0.00,-1.04,-0.00,0,none,1.689
42,1748941078.79,135,3.377,2.150,2.661,0.29,8.68,-0.00,-1.04,-0.00,0,none,0.550
43,1748941078.89,135,3.438,2.219,2.719,0.25,8.70,-0.00,-1.03,-0.00,0,none,0.029
44,1748941078.98,135,1.423,1.123,1.388,0.20,8.73,-0.00,-1.03,-0.00,0,none,0.025
45,1748941079.08,135,1.288,0.997,1.258,0.15,8.74,-0.00,-1.03,-0.00,0,nudge,0.026
46,1748941080.19,130,1.621,1.254,1.076,0.38,9.00,-0.00,-0.97,-0.00,0,none,3.397
47,1748941080.28,129,1.453,1.072,0.897,0.38,9.04,-0.00,-0.97,-0.00,0,none,0.037
48,1748941080.39,127,2.191,1.297,1.215,0.34,9.09,-0.00,-0.96,-0.00,0,none,3.551
49,1748941080.50,127,2.342,1.448,1.366,0.29,9.12,-0.00,-0.95,-0.00,0,none,0.193
50,1748941080.61,127,2.424,1.527,1.447,0.24,9.15,-0.00,-0.95,-0.00,0,none,0.040
51,1748941080.72,127,1.430,0.912,1.008,0.19,9.17,-0.00,-0.95,-0.00,0,nudge,0.030
52,1748941081.83,114,2.115,1.370,1.254,0.39,9.45,-0.00,-0.89,-0.00,0,none,2.809
53,1748941081.93,114,1.377,1.137,0.932,0.38,9.49,-0.00,-0.88,-0.00,0,none,0.028
54,1748941082.04,113,1.533,1.173,1.208,0.35,9.53,-0.00,-0.88,-0.00,0,none,1.278
55,1748941082.14,113,1.603,1.243,1.278,0.30,9.57,-0.00,-0.87,-0.00,0,none,0.049
56,1748941082.25,113,1.643,1.289,1.322,0.25,9.59,-0.00,-0.87,-0.00,0,none,0.026
57,1748941082.35,113,0.867,0.746,0.990,0.19,9.62,-0.00,-0.87,-0.00,0,nudge,0.018
58,1748941083.46,105,1.484,1.144,1.318,0.38,9.90,-0.00,-0.81,-0.00,0,none,1.977
59,1748941083.55,104,1.138,0.916,0.853,0.39,9.94,-0.00,-0.80,-0.00,0,none,0.017
60,1748941083.65,103,1.409,1.014,1.167,0.35,9.98,-0.00,-0.79,-0.00,0,none,1.714
61,1748941083.76,103,1.491,1.095,1.244,0.31,10.01,-0.00,-0.79,-0.00,0,none,0.071
62,1748941083.86,103,1.543,1.143,1.290,0.26,10.04,-0.00,-0.79,-0.00,0,none,0.027
63,1748941083.96,103,0.830,0.653,0.865,0.21,10.06,-0.00,-0.79,-0.00,0,none,0.014
64,1748941084.06,103,0.800,0.623,0.833,0.16,10.08,-0.00,-0.79,-0.00,0,nudge,0.011
65,1748941085.16,96,1.004,0.895,0.713,0.38,10.34,-0.00,-0.73,-0.00,0,none,1.627
66,1748941085.26,96,0.917,0.811,0.633,0.38,10.38,-0.00,-0.72,-0.00,0,none,0.026
67,1748941085.36,96,1.281,0.946,0.853,0.34,10.42,-0.00,-0.71,-0.00,0,none,1.329
68,1748941085.47,96,1.375,1.048,0.958,0.30,10.45,-0.00,-0.71,-0.00,0,none,0.052
69,1748941085.57,96,1.437,1.105,1.016,0.25,10.48,-0.00,-0.71,-0.00,0,none,0.018
70,1748941085.67,96,0.812,0.586,0.673,0.21,10.50,-0.00,-0.70,-0.00,0,none,0.011
71,1748941085.76,96,0.734,0.506,0.592,0.15,10.52,-0.00,-0.70,-0.00,0,nudge,0.008
72,1748941086.87,89,0.757,0.725,0.919,0.38,10.77,-0.00,-0.65,-0.00,0,none,2.149
73,1748941086.97,89,0.683,0.645,0.846,0.38,10.81,-0.00,-0.64,-0.00,0,none,0.110
74,1748941087.06,87,0.892,0.779,1.040,0.35,10.84,-0.00,-0.63,-0.00,0,none,0.934
75,1748941087.16,87,0.989,0.872,1.137,0.31,10.87,-0.00,-0.63,-0.00,0,none,0.059
76,1748941087.26,86,1.048,0.933,1.199,0.26,10.91,-0.00,-0.62,-0.00,0,none,0.021
77,1748941087.37,86,0.611,0.530,0.606,0.20,10.93,-0.00,-0.62,-0.00,0,none,0.016
78,1748941087.48,86,0.562,0.474,0.543,0.15,10.95,-0.00,-0.62,-0.00,0,nudge,0.016
79,1748941088.59,77,0.839,0.705,0.939,0.37,11.20,-0.00,-0.56,-0.00,0,none,2.184
80,1748941088.68,76,0.771,0.639,0.872,0.38,11.24,-0.00,-0.56,-0.00,0,none,0.020
81,1748941088.78,76,1.324,0.746,1.109,0.35,11.27,-0.00,-0.55,-0.00,0,none,1.616
82,1748941088.88,76,1.387,0.810,1.175,0.31,11.30,-0.00,-0.55,-0.00,0,none,0.017
83,1748941088.98,76,1.436,0.863,1.230,0.26,11.33,-0.00,-0.54,-0.00,0,none,0.019
84,1748941089.07,76,0.907,0.461,0.604,0.21,11.36,-0.00,-0.54,-0.00,0,none,0.013
85,1748941089.18,76,0.857,0.412,0.553,0.16,11.38,-0.00,-0.54,-0.00,0,nudge,0.011
86,1748941090.29,64,0.980,0.662,0.777,0.38,11.64,0.00,-0.48,-0.00,0,none,1.425
87,1748941090.38,61,0.922,0.604,0.718,0.38,11.67,0.00,-0.48,-0.00,0,none,0.013
88,1748941090.47,61,1.681,0.710,0.871,0.35,11.70,0.00,-0.47,-0.00,0,none,3.282
89,1748941090.56,61,1.752,0.777,0.938,0.32,11.73,0.00,-0.47,-0.00,0,none,0.029
90,1748941090.65,61,1.801,0.823,0.982,0.27,11.76,0.00,-0.46,-0.00,0,none,0.012
91,1748941090.75,61,1.095,0.429,0.483,0.23,11.79,0.00,-0.46,-0.00,0,none,0.016
92,1748941090.85,61,1.067,0.399,0.453,0.16,11.81,0.00,-0.46,-0.00,0,nudge,0.014
