frame,time,features,flow_left,flow_center,flow_right,flow_std,pos_x,pos_y,pos_z,yaw,speed,state,collided,brake_thres,dodge_thres,probe_req,fps,simgetimage_s,decode_s,processing_s,loop_s
2,1749072612.09,75,0.030,0.048,0.060,2.801,0.00,0.00,-0.95,0.00,0.07,none,1,35.92,5.18,0.00,19.88,0.022,0.022,0.0,0.051
3,1749072612.15,75,0.043,0.053,0.081,1.467,0.00,0.00,-0.95,0.00,0.08,none,0,36.17,5.23,0.00,19.77,0.022,0.022,0.0,0.052
4,1749072612.20,75,0.068,0.062,0.107,2.330,0.00,0.00,-0.95,0.00,0.07,none,0,36.14,5.23,0.00,19.87,0.023,0.023,0.0,0.052
5,1749072612.25,75,0.082,0.065,0.117,2.234,0.00,0.00,-0.94,0.00,0.07,none,0,36.04,5.21,0.00,19.94,0.021,0.021,0.0,0.051
6,1749072612.30,75,0.086,0.068,0.118,2.367,0.00,0.00,-0.94,0.00,0.06,none,0,35.92,5.18,0.00,19.83,0.020,0.020,0.0,0.051
7,1749072612.35,75,0.100,0.075,0.134,2.243,0.00,0.00,-0.94,0.00,0.05,none,0,35.77,5.15,0.00,19.93,0.023,0.023,0.0,0.051
8,1749072612.40,75,0.103,0.073,0.134,1.691,0.00,0.00,-0.93,0.00,0.04,none,0,35.65,5.13,0.00,19.93,0.020,0.020,0.0,0.051
9,1749072612.45,75,0.093,0.068,0.121,1.419,0.00,0.00,-0.93,0.00,0.03,none,0,35.53,5.11,0.00,19.93,0.022,0.022,0.0,0.051
10,1749072612.51,75,0.078,0.061,0.108,1.395,0.00,0.00,-0.93,0.00,0.03,none,0,35.43,5.09,0.00,19.93,0.020,0.020,0.0,0.052
11,1749072612.56,75,0.065,0.051,0.096,0.878,0.00,0.00,-0.93,0.00,0.02,none,0,35.34,5.07,0.00,19.86,0.022,0.022,0.0,0.051
12,1749072612.61,75,0.052,0.041,0.082,1.365,0.00,0.00,-0.93,0.00,0.02,none,0,35.26,5.05,0.00,19.87,0.020,0.020,0.0,0.052
13,1749072612.66,75,0.044,0.037,0.071,0.673,0.00,0.00,-0.93,0.00,0.01,none,0,35.18,5.04,0.00,19.85,0.022,0.022,0.0,0.052
14,1749072612.71,75,0.037,0.031,0.057,0.552,0.00,0.00,-0.93,0.00,0.01,none,0,35.13,5.03,0.00,19.79,0.020,0.020,0.0,0.052
15,1749072612.76,75,0.032,0.029,0.049,0.695,0.00,0.00,-0.93,0.00,0.00,none,0,35.07,5.01,0.00,19.97,0.021,0.021,0.0,0.051
16,1749072612.82,75,0.027,0.026,0.041,0.390,0.00,0.00,-0.93,0.00,0.00,none,0,35.02,5.00,0.00,19.92,0.021,0.021,0.0,0.051
17,1749072612.87,75,0.022,0.022,0.033,0.378,0.00,0.00,-0.93,0.00,0.00,none,0,35.01,5.00,0.00,19.83,0.020,0.020,0.0,0.052
18,1749072612.92,75,0.018,0.020,0.028,0.295,0.00,0.00,-0.93,0.00,0.00,none,0,35.05,5.01,0.00,19.83,0.022,0.022,0.0,0.051
19,1749072612.97,75,0.014,0.018,0.027,0.339,0.00,0.00,-0.93,0.00,0.01,none,0,35.08,5.02,0.00,19.84,0.021,0.021,0.0,0.052
20,1749072613.02,75,0.014,0.016,0.025,0.501,0.00,0.00,-0.93,0.00,0.01,none,0,35.10,5.02,0.00,19.74,0.022,0.022,0.0,0.052
21,1749072613.07,75,0.014,0.018,0.027,0.600,0.00,0.00,-0.93,0.00,0.01,none,0,35.12,5.02,0.00,19.84,0.019,0.019,0.0,0.052
22,1749072613.13,75,0.015,0.020,0.028,0.434,0.00,0.00,-0.93,0.00,0.01,none,0,35.14,5.03,0.00,19.95,0.021,0.021,0.0,0.051
23,1749072613.18,75,0.017,0.021,0.029,0.469,0.00,0.00,-0.93,0.00,0.01,none,0,35.16,5.03,0.00,19.91,0.023,0.023,0.0,0.051
24,1749072613.23,75,0.019,0.022,0.030,0.531,0.00,0.00,-0.93,0.00,0.01,none,0,35.17,5.03,0.00,19.80,0.022,0.022,0.0,0.051
25,1749072613.28,75,0.020,0.023,0.036,1.146,0.00,0.00,-0.93,0.00,0.01,none,0,35.18,5.04,0.00,19.82,0.022,0.022,0.0,0.051
26,1749072613.33,75,0.022,0.023,0.036,0.541,0.00,0.00,-0.93,0.00,0.01,none,0,35.19,5.04,0.00,19.92,0.023,0.023,0.0,0.051
27,1749072613.38,75,0.022,0.024,0.036,0.536,0.00,0.00,-0.93,0.00,0.01,none,0,35.19,5.04,0.00,19.91,0.023,0.023,0.0,0.051
28,1749072613.44,75,0.022,0.024,0.039,0.639,0.00,0.00,-0.93,0.00,0.01,none,0,35.19,5.04,0.00,19.94,0.021,0.021,0.0,0.051
29,1749072613.49,75,0.022,0.023,0.041,0.650,0.00,0.00,-0.93,0.00,0.01,none,0,35.20,5.04,0.00,19.79,0.022,0.022,0.0,0.052
30,1749072613.54,75,0.023,0.023,0.036,0.554,0.00,0.00,-0.93,0.00,0.01,none,0,35.20,5.04,0.00,19.78,0.020,0.020,0.0,0.052
