frame,time,features,flow_left,flow_center,flow_right,speed,x,y,z,yaw,collision,state,flow_std
271,1748943491.61,23,0.046,0.015,0.077,1.98,48.94,0.00,-0.98,-0.00,0,none,0.033
272,1748943491.72,23,0.034,0.015,0.078,1.98,49.13,0.00,-0.98,-0.00,0,none,0.034
273,1748943491.81,23,0.030,0.015,0.076,1.98,49.32,0.00,-0.98,-0.00,0,none,0.033
274,1748943491.91,23,0.043,0.016,0.076,1.98,49.51,0.00,-0.98,-0.00,0,none,0.052
275,1748943492.01,23,0.046,0.018,0.078,1.98,49.71,0.00,-0.98,-0.00,0,none,0.035
276,1748943492.11,23,0.050,0.016,0.078,1.98,49.90,0.00,-0.98,-0.00,0,none,0.042
277,1748943492.20,23,0.051,0.016,0.076,1.98,50.07,0.00,-0.98,-0.00,0,none,0.039
278,1748943492.29,23,0.051,0.014,0.076,1.98,50.26,0.00,-0.98,-0.00,0,none,0.037
279,1748943492.38,23,0.042,0.014,0.078,1.98,50.44,0.00,-0.98,-0.00,0,none,0.039
280,1748943492.48,23,0.042,0.011,0.077,1.98,50.62,0.00,-0.98,-0.00,0,none,0.040
281,1748943492.57,23,0.042,0.010,0.079,1.98,50.81,0.00,-0.98,-0.00,0,none,0.047
282,1748943492.66,23,0.042,0.009,0.084,1.98,50.99,0.00,-0.97,-0.00,0,none,0.042
283,1748943492.75,23,0.043,0.011,0.087,1.98,51.17,0.00,-0.97,-0.00,0,resume_reinforce,0.042
284,1748943492.84,23,0.040,0.012,0.091,1.98,51.35,0.00,-0.97,-0.00,0,none,0.047
285,1748943492.94,23,0.044,0.011,0.097,1.98,51.55,0.00,-0.97,-0.00,0,none,0.055
286,1748943493.04,23,0.048,0.012,0.103,1.98,51.76,0.00,-0.97,-0.00,0,none,0.060
287,1748943493.14,23,0.048,0.012,0.114,1.98,51.97,0.00,-0.97,-0.00,0,none,0.065
288,1748943493.25,23,0.050,0.009,0.119,1.98,52.18,0.00,-0.97,-0.00,0,none,0.063
289,1748943493.35,23,0.052,0.008,0.124,1.98,52.39,0.00,-0.97,-0.00,0,none,0.068
290,1748943493.46,23,0.053,0.009,0.132,1.98,52.59,0.00,-0.97,-0.00,0,none,0.078
291,1748943493.56,23,0.060,0.009,0.133,1.98,52.77,0.00,-0.97,-0.00,0,none,0.125
292,1748943493.65,23,0.064,0.009,0.130,1.98,52.96,0.00,-0.97,-0.00,0,none,0.074
293,1748943493.75,23,0.064,0.008,0.133,1.98,53.15,0.00,-0.97,-0.00,0,none,0.076
294,1748943493.84,23,0.067,0.010,0.131,1.98,53.39,0.00,-0.97,-0.00,0,none,0.057
295,1748943493.97,23,0.068,0.010,0.124,1.98,53.59,0.00,-0.97,-0.00,0,none,0.059
296,1748943494.07,23,0.061,0.009,0.117,1.98,53.78,-0.00,-0.97,-0.00,0,none,0.053
297,1748943494.16,23,0.061,0.011,0.107,1.98,53.97,-0.00,-0.97,-0.00,0,none,0.044
298,1748943494.26,23,0.061,0.011,0.094,1.98,54.16,-0.00,-0.97,-0.00,0,none,0.046
299,1748943494.36,23,0.068,0.011,0.089,1.98,54.35,-0.00,-0.97,-0.00,0,none,0.053
300,1748943494.45,23,0.066,0.010,0.081,1.98,54.54,-0.00,-0.97,-0.00,0,none,0.047
301,1748943494.55,23,0.061,0.011,0.081,1.98,54.73,-0.00,-0.97,-0.00,0,none,0.049
302,1748943494.64,23,0.065,0.010,0.080,1.98,54.93,-0.00,-0.97,-0.00,0,none,0.056
303,1748943494.75,23,0.069,0.010,0.085,1.98,55.15,-0.00,-0.97,-0.00,0,none,0.058
304,1748943494.86,22,0.064,0.011,0.091,1.98,55.36,-0.00,-0.97,-0.00,0,resume_reinforce,0.065
305,1748943494.96,22,0.066,0.009,0.107,1.98,55.56,-0.00,-0.97,-0.00,0,none,0.073
306,1748943495.06,22,0.068,0.010,0.119,1.98,55.75,-0.00,-0.97,-0.00,0,none,0.068
307,1748943495.16,22,0.066,0.009,0.131,1.98,55.95,-0.00,-0.97,-0.00,0,none,0.077
308,1748943495.27,22,0.065,0.008,0.142,1.98,56.16,-0.00,-0.97,-0.00,0,none,0.076
309,1748943495.37,22,0.066,0.008,0.148,1.98,56.36,-0.00,-0.97,-0.00,0,none,0.081
310,1748943495.47,22,0.070,0.008,0.154,1.98,56.57,-0.00,-0.97,-0.00,0,none,0.087
311,1748943495.58,21,0.072,0.007,0.139,1.98,56.78,-0.00,-0.97,-0.00,0,none,0.058
312,1748943495.68,21,0.075,0.008,0.128,1.98,56.96,-0.00,-0.97,-0.00,0,none,0.070
313,1748943495.78,21,0.077,0.008,0.113,1.98,57.15,-0.00,-0.97,-0.00,0,none,0.058
314,1748943495.87,21,0.076,0.007,0.097,1.98,57.33,-0.00,-0.97,-0.00,0,none,0.056
315,1748943495.96,21,0.074,0.008,0.077,1.98,57.51,-0.00,-0.97,-0.00,0,none,0.055
316,1748943496.05,21,0.075,0.008,0.081,1.98,57.73,-0.00,-0.96,-0.00,0,none,0.063
317,1748943496.16,21,0.074,0.007,0.083,1.98,57.95,-0.00,-0.96,-0.00,0,none,0.074
318,1748943496.27,21,0.079,0.010,0.121,1.98,58.14,-0.00,-0.96,-0.00,0,none,0.090
319,1748943496.37,21,0.082,0.010,0.145,1.98,58.35,-0.00,-0.96,-0.00,0,none,0.081
320,1748943496.48,21,0.083,0.010,0.152,1.98,58.55,-0.00,-0.96,-0.00,0,none,0.078
321,1748943496.58,20,0.084,0.009,0.160,1.98,58.78,-0.00,-0.96,-0.00,0,none,0.079
322,1748943496.70,20,0.086,0.009,0.170,1.98,58.98,-0.00,-0.96,-0.00,0,none,0.086
323,1748943496.80,20,0.081,0.008,0.146,1.98,59.18,-0.00,-0.96,-0.00,0,none,0.080
324,1748943496.89,20,0.080,0.009,0.135,1.98,59.35,-0.00,-0.96,-0.00,0,resume_reinforce,0.082
325,1748943496.99,20,0.081,0.008,0.156,1.98,59.53,-0.00,-0.96,-0.00,0,none,0.082
326,1748943497.08,20,0.079,0.008,0.158,1.98,59.73,-0.00,-0.96,-0.00,0,none,0.086
327,1748943497.18,20,0.078,0.007,0.162,1.98,59.91,-0.00,-0.96,-0.00,0,none,0.084
328,1748943497.27,19,0.080,0.006,0.137,1.98,60.11,-0.00,-0.96,-0.00,0,none,0.086
329,1748943497.37,19,0.080,0.006,0.117,1.98,60.31,-0.00,-0.96,-0.00,0,none,0.079
330,1748943497.47,19,0.078,0.006,0.074,1.98,60.49,-0.00,-0.96,-0.00,0,none,0.063
331,1748943497.56,19,0.079,0.006,0.046,1.98,60.68,-0.00,-0.96,-0.00,0,none,0.068
332,1748943497.66,19,0.077,0.006,0.013,1.98,60.86,-0.00,-0.96,-0.00,0,none,0.072
333,1748943497.75,19,0.073,0.006,0.015,1.98,61.05,-0.00,-0.96,-0.00,0,none,0.060
334,1748943497.84,19,0.069,0.006,0.011,1.98,61.26,-0.00,-0.96,-0.00,0,none,0.070
335,1748943497.95,18,0.064,0.006,0.017,1.98,61.44,-0.00,-0.96,-0.00,0,none,0.036
336,1748943498.04,18,0.054,0.006,0.017,1.98,61.63,-0.00,-0.96,-0.00,0,none,0.024
337,1748943498.14,18,0.047,0.006,0.028,1.98,61.83,-0.00,-0.96,-0.00,0,none,0.028
338,1748943498.24,18,0.044,0.008,0.027,1.98,62.05,-0.00,-0.96,-0.00,0,none,0.039
339,1748943498.35,18,0.044,0.009,0.023,1.98,62.30,-0.00,-0.96,-0.00,0,none,0.048
340,1748943498.48,18,0.044,0.010,0.016,1.98,62.52,-0.00,-0.96,-0.00,0,none,0.037
341,1748943498.59,18,0.057,0.010,0.017,1.98,62.72,-0.00,-0.96,-0.00,0,none,0.111
342,1748943498.69,18,0.061,0.010,0.005,1.98,62.93,-0.00,-0.96,-0.00,0,none,0.045
343,1748943498.79,18,0.061,0.008,0.007,1.98,63.11,-0.00,-0.96,-0.00,0,none,0.038
344,1748943498.89,18,0.058,0.007,0.010,1.98,63.31,-0.00,-0.96,-0.00,0,none,0.040
345,1748943498.99,18,0.058,0.005,0.014,1.98,63.50,-0.00,-0.96,-0.00,0,resume_reinforce,0.041
346,1748943499.08,18,0.047,0.007,0.013,1.98,63.68,-0.00,-0.96,-0.00,0,none,0.035
347,1748943499.18,18,0.047,0.007,0.017,1.98,63.88,-0.00,-0.96,-0.00,0,none,0.050
348,1748943499.28,18,0.047,0.008,0.014,1.98,64.09,-0.00,-0.96,-0.00,0,none,0.050
349,1748943499.38,18,0.047,0.009,0.011,1.98,64.28,-0.00,-0.95,-0.00,0,none,0.051
350,1748943499.48,17,0.048,0.010,0.022,1.98,64.48,-0.00,-0.95,-0.00,0,none,0.053
351,1748943499.58,17,0.048,0.008,0.024,1.98,64.69,-0.00,-0.95,-0.00,0,none,0.048
352,1748943499.69,17,0.047,0.009,0.030,1.98,64.87,-0.00,-0.95,-0.00,0,none,0.052
353,1748943499.78,17,0.044,0.008,0.031,1.98,65.06,-0.00,-0.95,-0.00,0,none,0.052
354,1748943499.88,17,0.046,0.006,0.030,1.98,65.26,-0.00,-0.95,-0.00,0,none,0.061
355,1748943499.97,17,0.047,0.005,0.022,1.98,65.45,-0.00,-0.95,-0.00,0,none,0.052
356,1748943500.07,17,0.047,0.006,0.023,1.98,65.65,-0.00,-0.95,-0.00,0,none,0.050
357,1748943500.17,16,0.043,0.005,0.014,1.98,65.84,-0.00,-0.95,-0.00,0,none,0.017
358,1748943500.27,16,0.042,0.006,0.013,1.98,66.03,-0.00,-0.95,-0.00,0,none,0.026
359,1748943500.36,16,0.046,0.007,0.024,1.98,66.24,-0.00,-0.95,-0.00,0,none,0.051
360,1748943500.47,16,0.039,0.007,0.021,1.98,66.45,-0.00,-0.95,-0.00,0,none,0.020
361,1748943500.58,16,0.034,0.007,0.033,1.98,66.65,-0.00,-0.95,-0.00,0,none,0.026
362,1748943500.68,16,0.036,0.007,0.033,1.98,66.84,-0.00,-0.95,-0.00,0,none,0.025
363,1748943500.78,16,0.035,0.008,0.032,1.98,67.02,-0.00,-0.95,-0.00,0,none,0.023
364,1748943500.87,16,0.026,0.006,0.021,1.98,67.22,-0.00,-0.95,-0.00,0,none,0.025
365,1748943500.97,16,0.028,0.007,0.022,1.98,67.44,-0.00,-0.95,-0.00,0,none,0.028
366,1748943501.08,16,0.030,0.007,0.007,1.98,67.63,-0.00,-0.95,-0.00,0,resume_reinforce,0.027
367,1748943501.18,16,0.033,0.007,0.006,1.98,67.83,-0.00,-0.95,-0.00,0,none,0.034
368,1748943501.28,16,0.034,0.007,0.007,1.98,68.01,-0.00,-0.95,-0.00,0,none,0.034
369,1748943501.37,16,0.034,0.008,0.007,1.98,68.21,-0.00,-0.95,-0.00,0,none,0.025
370,1748943501.47,16,0.036,0.007,0.009,1.98,68.40,-0.00,-0.95,-0.00,0,none,0.033
371,1748943501.56,16,0.036,0.007,0.020,1.98,68.60,-0.00,-0.95,-0.00,0,none,0.033
372,1748943501.67,16,0.033,0.007,0.020,1.98,68.79,-0.00,-0.95,-0.00,0,none,0.038
373,1748943501.77,16,0.032,0.006,0.020,1.98,69.01,-0.00,-0.95,-0.00,0,none,0.033
374,1748943501.87,16,0.036,0.006,0.022,1.98,69.20,-0.00,-0.95,-0.00,0,none,0.041
375,1748943501.97,16,0.038,0.006,0.023,1.98,69.40,-0.00,-0.95,-0.00,0,none,0.037
376,1748943502.07,16,0.039,0.006,0.013,1.98,69.59,-0.00,-0.95,-0.00,0,none,0.048
377,1748943502.17,16,0.047,0.007,0.018,1.98,69.79,-0.00,-0.95,-0.00,0,none,0.054
378,1748943502.27,16,0.057,0.007,0.018,1.98,69.98,-0.00,-0.95,-0.00,0,none,0.050
379,1748943502.37,16,0.056,0.006,0.017,1.98,70.18,-0.00,-0.95,-0.00,0,none,0.044
380,1748943502.46,16,0.055,0.008,0.011,1.98,70.36,-0.00,-0.95,-0.00,0,none,0.048
381,1748943502.56,16,0.061,0.008,0.028,1.98,70.55,-0.00,-0.95,-0.00,0,none,0.055
382,1748943502.66,16,0.058,0.007,0.024,1.98,70.74,-0.00,-0.95,-0.00,0,none,0.058
383,1748943502.75,16,0.053,0.007,0.025,1.98,70.93,-0.00,-0.94,-0.00,0,none,0.062
384,1748943502.85,15,0.051,0.007,0.023,1.98,71.12,-0.00,-0.94,-0.00,0,none,0.027
385,1748943502.94,15,0.056,0.006,0.023,1.98,71.31,-0.00,-0.94,-0.00,0,none,0.050
386,1748943503.04,15,0.050,0.006,0.007,1.98,71.52,-0.00,-0.94,-0.00,0,none,0.038
387,1748943503.15,15,0.044,0.008,0.017,1.98,71.73,-0.00,-0.94,-0.00,0,resume_reinforce,0.032
388,1748943503.26,15,0.044,0.009,0.023,1.98,71.95,-0.00,-0.94,-0.00,0,none,0.032
389,1748943503.37,15,0.050,0.009,0.027,1.98,72.16,-0.00,-0.94,-0.00,0,none,0.033
390,1748943503.47,15,0.051,0.009,0.031,1.98,72.36,-0.00,-0.94,-0.00,0,none,0.035
391,1748943503.57,15,0.061,0.008,0.032,1.98,72.55,-0.00,-0.94,-0.00,0,none,0.067
392,1748943503.67,15,0.058,0.008,0.025,1.98,72.75,-0.00,-0.94,-0.00,0,none,0.011
393,1748943503.77,15,0.054,0.007,0.025,1.98,72.94,-0.00,-0.94,-0.00,0,none,0.034
394,1748943503.87,15,0.046,0.007,0.025,1.98,73.13,-0.00,-0.94,-0.00,0,none,0.024
395,1748943503.96,15,0.077,0.008,0.026,1.98,73.32,-0.00,-0.94,-0.00,0,none,0.200
396,1748943504.06,15,0.063,0.010,0.024,1.98,73.51,-0.00,-0.94,-0.00,0,none,0.006
397,1748943504.16,15,0.080,0.009,0.023,1.98,73.73,-0.00,-0.94,-0.00,0,none,0.051
398,1748943504.26,15,0.108,0.009,0.016,1.98,73.92,-0.00,-0.94,-0.00,0,none,0.087
399,1748943504.36,15,0.109,0.010,0.021,1.98,74.11,-0.00,-0.94,-0.00,0,none,0.023
400,1748943504.45,15,0.074,0.008,0.018,1.98,74.30,-0.00,-0.94,-0.00,0,none,0.037
401,1748943504.55,15,0.079,0.007,0.023,1.98,74.47,-0.00,-0.94,-0.00,0,none,0.023
402,1748943504.64,15,0.065,0.008,0.023,1.98,74.67,-0.00,-0.94,-0.00,0,none,0.026
403,1748943504.74,15,0.032,0.008,0.022,1.98,74.86,-0.00,-0.94,-0.00,0,none,0.008
404,1748943504.84,15,0.030,0.010,0.012,1.98,75.05,-0.00,-0.94,-0.00,0,none,0.015
405,1748943504.93,15,0.027,0.010,0.010,1.98,75.26,-0.00,-0.94,-0.00,0,none,0.023
406,1748943505.04,15,0.029,0.014,0.006,1.98,75.46,-0.00,-0.94,-0.00,0,none,0.041
407,1748943505.14,15,0.026,0.014,0.007,1.98,75.66,-0.00,-0.94,-0.00,0,none,0.012
408,1748943505.24,15,0.029,0.014,0.007,1.98,75.85,-0.00,-0.94,-0.00,0,resume_reinforce,0.013
409,1748943505.34,15,0.033,0.013,0.012,1.98,76.03,-0.00,-0.94,-0.00,0,none,0.021
410,1748943505.43,15,0.028,0.013,0.016,1.98,76.23,-0.00,-0.94,-0.00,0,none,0.010
411,1748943505.53,15,0.022,0.009,0.018,1.98,76.41,-0.00,-0.94,-0.00,0,none,0.014
412,1748943505.62,15,0.022,0.009,0.018,1.98,76.58,-0.00,-0.94,-0.00,0,none,0.010
413,1748943505.71,15,0.024,0.010,0.023,1.98,76.80,-0.00,-0.94,-0.00,0,none,0.017
414,1748943505.82,15,0.021,0.010,0.021,1.98,77.04,-0.00,-0.94,-0.00,0,none,0.022
415,1748943505.94,15,0.026,0.012,0.021,1.98,77.23,-0.00,-0.94,-0.00,0,none,0.021
416,1748943506.04,15,0.025,0.012,0.017,1.98,77.44,-0.00,-0.94,-0.00,0,none,0.010
417,1748943506.15,15,0.024,0.011,0.017,1.98,77.66,-0.00,-0.93,-0.00,0,none,0.009
418,1748943506.25,15,0.020,0.012,0.012,1.98,77.84,-0.00,-0.93,-0.00,0,none,0.010
419,1748943506.35,15,0.018,0.012,0.009,1.98,78.03,-0.00,-0.93,-0.00,0,none,0.015
420,1748943506.44,15,0.014,0.011,0.005,1.98,78.21,-0.00,-0.93,-0.00,0,none,0.012
421,1748943506.53,15,0.014,0.010,0.004,1.98,78.40,-0.00,-0.93,-0.00,0,none,0.009
422,1748943506.63,15,0.014,0.011,0.013,1.98,78.59,-0.00,-0.93,-0.00,0,none,0.014
423,1748943506.73,15,0.015,0.011,0.014,1.98,78.77,-0.00,-0.93,-0.00,0,none,0.010
424,1748943506.82,15,0.015,0.011,0.014,1.98,78.95,-0.00,-0.93,-0.00,0,none,0.018
425,1748943506.91,15,0.014,0.010,0.016,1.98,79.14,-0.00,-0.93,-0.00,0,none,0.014
426,1748943507.00,15,0.017,0.011,0.017,1.98,79.33,-0.00,-0.93,-0.00,0,none,0.024
427,1748943507.10,15,0.023,0.012,0.008,1.98,79.52,-0.00,-0.93,-0.00,0,none,0.030
428,1748943507.20,15,0.024,0.011,0.006,1.98,79.73,-0.00,-0.93,-0.00,0,none,0.011
429,1748943507.30,15,0.023,0.013,0.010,1.98,79.92,-0.00,-0.93,-0.00,0,resume_reinforce,0.011
430,1748943507.39,15,0.025,0.014,0.009,1.98,80.09,-0.00,-0.93,-0.00,0,none,0.021
431,1748943507.49,15,0.025,0.014,0.009,1.98,80.29,-0.00,-0.93,-0.00,0,none,0.015
432,1748943507.59,15,0.020,0.014,0.008,1.98,80.47,-0.00,-0.93,-0.00,0,none,0.014
433,1748943507.68,15,0.020,0.014,0.010,1.98,80.67,-0.00,-0.93,-0.00,0,none,0.015
434,1748943507.78,15,0.023,0.013,0.006,1.98,80.84,-0.00,-0.93,-0.00,0,none,0.028
435,1748943507.87,15,0.028,0.013,0.006,1.98,81.03,-0.00,-0.93,-0.00,0,none,0.032
436,1748943507.96,15,0.026,0.013,0.005,1.98,81.23,-0.00,-0.93,-0.00,0,none,0.009
437,1748943508.06,15,0.029,0.014,0.012,1.98,81.40,-0.00,-0.93,-0.00,0,none,0.021
438,1748943508.15,15,0.028,0.013,0.017,1.98,81.59,-0.00,-0.93,-0.00,0,none,0.010
439,1748943508.24,15,0.025,0.015,0.017,1.98,81.78,-0.00,-0.93,-0.00,0,none,0.018
440,1748943508.34,15,0.019,0.015,0.018,1.98,81.95,-0.00,-0.93,-0.00,0,none,0.017
441,1748943508.43,15,0.020,0.015,0.019,1.98,82.14,-0.00,-0.93,-0.00,0,none,0.014
442,1748943508.52,15,0.020,0.014,0.011,1.98,82.33,-0.00,-0.93,-0.00,0,none,0.028
443,1748943508.62,15,0.020,0.015,0.018,1.98,82.54,-0.00,-0.93,-0.00,0,none,0.015
444,1748943508.72,15,0.020,0.015,0.018,1.98,82.75,-0.00,-0.93,-0.00,0,none,0.016
445,1748943508.83,15,0.019,0.014,0.021,1.98,82.95,-0.00,-0.93,-0.00,0,none,0.013
446,1748943508.93,15,0.020,0.014,0.024,1.98,83.14,-0.00,-0.93,-0.00,0,none,0.019
447,1748943509.03,15,0.016,0.015,0.027,1.98,83.34,-0.00,-0.93,-0.00,0,none,0.011
448,1748943509.13,15,0.019,0.014,0.019,1.98,83.53,-0.00,-0.93,-0.00,0,none,0.022
449,1748943509.22,15,0.019,0.013,0.025,1.98,83.73,-0.00,-0.93,-0.00,0,none,0.014
450,1748943509.33,15,0.020,0.015,0.024,1.98,83.91,-0.00,-0.93,-0.00,0,resume_reinforce,0.021
451,1748943509.42,15,0.024,0.014,0.027,1.98,84.09,-0.00,-0.93,-0.00,0,none,0.029
452,1748943509.51,15,0.024,0.013,0.028,1.98,84.30,-0.00,-0.92,-0.00,0,none,0.012
453,1748943509.61,15,0.025,0.012,0.029,1.98,84.49,-0.00,-0.92,-0.00,0,none,0.025
454,1748943509.71,15,0.034,0.011,0.030,1.98,84.67,-0.00,-0.92,-0.00,0,none,0.086
455,1748943509.80,15,0.032,0.007,0.031,1.98,84.88,-0.00,-0.92,-0.00,0,none,0.016
456,1748943509.91,15,0.027,0.008,0.031,1.98,85.07,-0.00,-0.92,-0.00,0,none,0.014
457,1748943510.00,15,0.035,0.008,0.033,1.98,85.24,-0.00,-0.92,-0.00,0,none,0.043
458,1748943510.09,15,0.039,0.006,0.032,1.98,85.42,-0.00,-0.92,-0.00,0,none,0.038
459,1748943510.18,15,0.037,0.005,0.037,1.98,85.61,-0.00,-0.92,-0.00,0,none,0.059
460,1748943510.28,14,0.066,0.005,0.039,1.98,85.81,-0.00,-0.92,-0.00,0,none,0.136
462,1748943511.48,99,0.251,0.096,0.123,0.18,87.13,-0.00,-1.20,-0.00,0,resume_reinforce,0.453
463,1748943511.59,96,0.339,0.157,0.181,0.19,87.14,-0.00,-1.19,-0.00,0,none,0.214
464,1748943511.69,95,0.486,0.290,0.313,0.26,87.16,-0.00,-1.19,-0.00,0,none,0.651
465,1748943511.79,87,0.668,0.441,0.467,0.43,87.19,-0.00,-1.20,-0.00,0,none,0.838
466,1748943511.88,80,0.727,0.524,0.526,0.57,87.23,-0.00,-1.21,-0.00,0,none,0.286
467,1748943511.96,79,0.563,0.456,0.460,0.71,87.29,-0.00,-1.23,-0.00,0,none,0.014
468,1748943512.06,78,0.475,0.402,0.405,0.84,87.36,-0.00,-1.24,-0.00,0,none,0.013
469,1748943512.15,78,0.347,0.294,0.297,0.98,87.46,-0.00,-1.26,-0.00,0,none,0.015
470,1748943512.25,78,0.190,0.177,0.170,1.09,87.55,-0.00,-1.27,-0.00,0,none,0.027
471,1748943512.34,78,0.137,0.130,0.142,1.20,87.65,-0.00,-1.27,-0.00,0,none,0.062
472,1748943512.43,78,0.151,0.139,0.156,1.29,87.76,-0.00,-1.28,-0.00,0,none,0.019
473,1748943512.53,78,0.176,0.164,0.181,1.38,87.90,-0.00,-1.28,-0.00,0,none,0.017
474,1748943512.62,78,0.182,0.171,0.189,1.46,88.04,-0.00,-1.28,-0.00,0,none,0.027
475,1748943512.72,78,0.181,0.167,0.183,1.53,88.18,-0.00,-1.29,-0.00,0,none,0.023
476,1748943512.82,78,0.173,0.155,0.173,1.59,88.34,-0.00,-1.29,-0.00,0,none,0.025
477,1748943512.92,78,0.158,0.142,0.164,1.64,88.48,-0.00,-1.29,-0.00,0,none,0.057
478,1748943513.01,78,0.143,0.127,0.151,1.68,88.64,-0.00,-1.29,-0.00,0,none,0.027
479,1748943513.11,78,0.128,0.112,0.137,1.73,88.82,-0.00,-1.28,-0.00,0,none,0.028
480,1748943513.21,78,0.114,0.097,0.125,1.76,88.97,-0.00,-1.28,-0.00,0,none,0.026
481,1748943513.30,78,0.100,0.084,0.113,1.79,89.14,-0.00,-1.28,-0.00,0,none,0.023
482,1748943513.39,78,0.096,0.073,0.101,1.81,89.32,-0.00,-1.28,-0.00,0,none,0.032
483,1748943513.49,78,0.093,0.065,0.095,1.83,89.50,-0.00,-1.28,-0.00,0,resume_reinforce,0.032
484,1748943513.59,78,0.088,0.056,0.088,1.85,89.69,-0.00,-1.28,-0.00,0,none,0.029
485,1748943513.70,78,0.083,0.049,0.085,1.87,89.89,-0.00,-1.28,-0.00,0,none,0.037
486,1748943513.80,78,0.080,0.043,0.085,1.89,90.07,-0.00,-1.28,-0.00,0,none,0.037
487,1748943513.90,78,0.074,0.038,0.084,1.90,90.25,-0.00,-1.28,-0.00,0,none,0.039
488,1748943513.99,77,0.067,0.033,0.081,1.91,90.42,-0.00,-1.28,-0.00,0,none,0.032
489,1748943514.08,77,0.065,0.029,0.080,1.92,90.59,-0.00,-1.27,-0.00,0,none,0.035
490,1748943514.17,77,0.061,0.024,0.077,1.93,90.78,-0.00,-1.27,-0.00,0,none,0.037
491,1748943514.27,77,0.058,0.020,0.076,1.93,90.95,-0.00,-1.27,-0.00,0,none,0.040
492,1748943514.36,77,0.057,0.018,0.075,1.94,91.12,-0.00,-1.27,-0.00,0,none,0.041
493,1748943514.45,77,0.057,0.017,0.076,1.94,91.31,-0.00,-1.27,-0.00,0,none,0.035
494,1748943514.54,77,0.055,0.015,0.076,1.95,91.49,-0.00,-1.27,-0.00,0,none,0.038
495,1748943514.63,77,0.055,0.014,0.076,1.95,91.66,-0.00,-1.27,-0.00,0,none,0.041
496,1748943514.72,77,0.056,0.013,0.075,1.95,91.85,-0.00,-1.27,-0.00,0,none,0.038
497,1748943514.82,77,0.057,0.012,0.075,1.96,92.02,-0.00,-1.27,-0.00,0,none,0.042
498,1748943514.91,77,0.055,0.011,0.075,1.96,92.21,-0.00,-1.27,-0.00,0,none,0.037
499,1748943515.00,77,0.055,0.010,0.076,1.96,92.38,-0.00,-1.27,-0.00,0,none,0.039
500,1748943515.09,76,0.054,0.010,0.077,1.96,92.56,-0.00,-1.27,-0.00,0,none,0.041
501,1748943515.18,76,0.053,0.010,0.079,1.97,92.74,-0.00,-1.27,-0.00,0,none,0.044
502,1748943515.28,75,0.053,0.009,0.081,1.97,92.91,-0.00,-1.27,-0.00,0,none,0.040
503,1748943515.36,74,0.055,0.009,0.082,1.97,93.10,-0.00,-1.27,-0.00,0,none,0.042
504,1748943515.46,74,0.057,0.009,0.083,1.97,93.28,-0.00,-1.27,-0.00,0,none,0.045
505,1748943515.55,74,0.060,0.009,0.083,1.97,93.46,-0.00,-1.27,-0.00,0,resume_reinforce,0.044
506,1748943515.64,74,0.063,0.009,0.084,1.97,93.65,-0.00,-1.27,-0.00,0,none,0.047
507,1748943515.74,73,0.064,0.009,0.083,1.97,93.82,-0.00,-1.27,-0.00,0,none,0.048
508,1748943515.82,73,0.065,0.010,0.089,1.97,94.00,-0.00,-1.27,-0.00,0,none,0.057
509,1748943515.92,73,0.066,0.010,0.092,1.97,94.18,-0.00,-1.26,-0.00,0,none,0.056
510,1748943516.01,72,0.067,0.010,0.108,1.97,94.37,-0.00,-1.26,-0.00,0,none,0.109
511,1748943516.10,72,0.069,0.010,0.113,1.97,94.55,-0.00,-1.26,-0.00,0,none,0.064
512,1748943516.20,72,0.070,0.010,0.119,1.97,94.74,-0.00,-1.26,-0.00,0,none,0.062
513,1748943516.29,72,0.073,0.010,0.124,1.98,94.93,-0.00,-1.26,-0.00,0,none,0.072
514,1748943516.38,72,0.076,0.010,0.127,1.98,95.09,-0.00,-1.26,-0.00,0,none,0.073
515,1748943516.47,70,0.077,0.010,0.122,1.98,95.26,-0.00,-1.26,-0.00,0,none,0.085
516,1748943516.56,68,0.076,0.010,0.118,1.98,95.47,-0.00,-1.26,-0.00,0,none,0.056
517,1748943516.66,68,0.079,0.011,0.119,1.98,95.67,-0.00,-1.26,-0.00,0,none,0.066
518,1748943516.76,68,0.078,0.011,0.119,1.98,95.87,-0.00,-1.26,-0.00,0,none,0.068
519,1748943516.86,54,0.073,0.011,0.129,1.98,96.04,-0.00,-1.26,-0.00,0,none,0.058
520,1748943516.95,54,0.071,0.012,0.111,1.98,96.21,-0.00,-1.26,-0.00,0,none,0.043
521,1748943517.04,54,0.066,0.011,0.100,1.98,96.38,-0.00,-1.26,-0.00,0,none,0.040
522,1748943517.12,54,0.058,0.010,0.086,1.98,96.55,-0.00,-1.26,-0.00,0,none,0.036
523,1748943517.21,54,0.055,0.010,0.072,1.98,96.73,-0.00,-1.26,-0.00,0,none,0.034
524,1748943517.30,52,0.054,0.009,0.050,1.98,96.90,-0.00,-1.26,-0.00,0,none,0.037
525,1748943517.39,52,0.053,0.009,0.051,1.98,97.08,-0.00,-1.26,-0.00,0,none,0.032
526,1748943517.48,52,0.054,0.010,0.052,1.98,97.24,-0.00,-1.26,-0.00,0,none,0.035
527,1748943517.56,52,0.054,0.009,0.053,1.98,97.42,-0.00,-1.26,-0.00,0,resume_reinforce,0.036
528,1748943517.65,52,0.053,0.009,0.051,1.98,97.61,-0.00,-1.26,-0.00,0,none,0.038
