frame,time,features,flow_left,flow_center,flow_right,flow_std,pos_x,pos_y,pos_z,yaw,speed,state,collided,obstacle,side_safe,brake_thres,dodge_thres,probe_req,fps,simgetimage_s,decode_s,processing_s,loop_s
2,1749221573.18,75,0.026,0.026,0.043,1.452,0.00,0.00,-0.96,0.00,0.05,none,1,0,1,20.52,2.03,0.00,15.07,0.019,0.002,0.0,0.066
3,1749221573.21,75,0.039,0.030,0.048,1.448,0.00,0.00,-0.95,0.00,0.08,none,0,0,0,20.71,2.04,0.00,19.91,0.020,0.002,0.0,0.050
4,1749221573.26,75,0.050,0.050,0.076,2.215,0.00,0.00,-0.95,0.00,0.08,none,0,0,1,20.79,2.04,0.00,19.78,0.019,0.002,0.0,0.051
5,1749221573.32,75,0.067,0.057,0.100,2.449,0.00,0.00,-0.95,0.00,0.07,none,0,0,1,20.73,2.04,0.00,19.94,0.022,0.002,0.0,0.050
6,1749221573.37,75,0.074,0.059,0.110,2.298,0.00,0.00,-0.94,0.00,0.06,none,0,0,1,20.65,2.03,0.00,19.96,0.020,0.002,0.0,0.050
7,1749221573.42,75,0.078,0.064,0.110,2.208,0.00,0.00,-0.94,0.00,0.05,none,0,0,1,20.57,2.03,0.00,19.87,0.019,0.002,0.0,0.050
8,1749221573.47,75,0.078,0.066,0.111,2.293,0.00,0.00,-0.94,0.00,0.04,none,0,0,1,20.48,2.02,0.00,19.94,0.016,0.002,0.0,0.050
9,1749221573.52,75,0.077,0.064,0.111,1.596,0.00,0.00,-0.94,0.00,0.04,none,0,0,1,20.39,2.02,0.00,19.81,0.020,0.002,0.0,0.050
10,1749221573.57,75,0.077,0.061,0.107,1.366,0.00,0.00,-0.93,0.00,0.03,none,0,0,1,20.33,2.02,0.00,19.87,0.019,0.002,0.0,0.050
11,1749221573.62,75,0.073,0.059,0.104,1.050,0.00,0.00,-0.93,0.00,0.02,none,0,0,1,20.26,2.01,0.00,19.73,0.020,0.002,0.0,0.051
12,1749221573.67,75,0.074,0.060,0.106,1.077,0.00,0.00,-0.93,0.00,0.02,none,0,0,1,20.20,2.01,0.00,19.90,0.019,0.002,0.0,0.050
13,1749221573.72,75,0.071,0.060,0.106,0.858,0.00,0.00,-0.93,0.00,0.01,none,0,0,1,20.16,2.01,0.00,19.92,0.016,0.002,0.0,0.050
14,1749221573.77,75,0.067,0.054,0.096,0.560,0.00,0.00,-0.93,0.00,0.01,none,0,0,1,20.11,2.01,0.00,19.80,0.020,0.002,0.0,0.051
15,1749221573.82,75,0.058,0.048,0.083,0.667,0.00,0.00,-0.93,0.00,0.01,none,0,0,1,20.07,2.00,0.00,19.89,0.017,0.002,0.0,0.050
16,1749221573.87,75,0.049,0.043,0.072,1.132,0.00,0.00,-0.93,0.00,0.00,none,0,0,1,20.04,2.00,0.00,19.98,0.021,0.002,0.0,0.050
17,1749221573.92,75,0.041,0.036,0.063,0.394,0.00,0.00,-0.93,0.00,0.00,none,0,0,1,20.01,2.00,0.00,19.81,0.020,0.002,0.0,0.050
18,1749221573.97,75,0.035,0.030,0.054,0.279,0.00,0.00,-0.93,0.00,0.00,none,0,0,1,20.02,2.00,0.00,19.87,0.020,0.002,0.0,0.050
19,1749221574.02,75,0.029,0.026,0.046,0.368,0.00,0.00,-0.93,0.00,0.00,none,0,0,1,20.04,2.00,0.00,19.91,0.019,0.002,0.0,0.050
20,1749221574.07,75,0.023,0.024,0.040,0.414,0.00,0.00,-0.93,0.00,0.01,none,0,0,1,20.06,2.00,0.00,19.91,0.020,0.002,0.0,0.050
21,1749221574.12,75,0.022,0.022,0.036,0.568,0.00,0.00,-0.93,0.00,0.01,none,0,0,1,20.07,2.00,0.00,19.95,0.020,0.002,0.0,0.050
22,1749221574.17,75,0.020,0.021,0.034,1.008,0.00,0.00,-0.93,0.00,0.01,none,0,0,1,20.09,2.00,0.00,19.85,0.020,0.002,0.0,0.050
23,1749221574.22,75,0.019,0.019,0.033,0.606,0.00,0.00,-0.93,0.00,0.01,none,0,0,1,20.10,2.00,0.00,19.91,0.019,0.002,0.0,0.050
24,1749221574.27,75,0.018,0.019,0.033,0.560,0.00,0.00,-0.93,0.00,0.01,none,0,0,1,20.11,2.01,0.00,19.78,0.021,0.002,0.0,0.051
25,1749221574.32,75,0.018,0.019,0.032,0.452,0.00,0.00,-0.93,0.00,0.01,none,0,0,1,20.11,2.01,0.00,19.92,0.020,0.002,0.0,0.050
26,1749221574.37,75,0.019,0.019,0.030,0.468,0.00,0.00,-0.93,0.00,0.01,none,0,0,1,20.12,2.01,0.00,19.96,0.018,0.002,0.0,0.050
27,1749221574.42,75,0.019,0.019,0.032,0.598,0.00,0.00,-0.93,0.00,0.01,none,0,0,1,20.12,2.01,0.00,19.89,0.024,0.002,0.0,0.050
