frame,time,features,flow_left,flow_center,flow_right,flow_std,pos_x,pos_y,pos_z,yaw,speed,state,collided,brake_thres,dodge_thres,probe_req,fps,simgetimage_s,decode_s,processing_s,loop_s
2,1749110914.12,75,0.029,0.023,0.043,1.671,0.00,0.00,-0.96,0.00,0.05,none,1,20.50,3.10,0.00,16.06,0.021,0.021,0.0,0.062
3,1749110914.15,75,0.031,0.037,0.050,2.324,0.00,0.00,-0.95,0.00,0.08,none,0,20.69,3.14,0.00,19.90,0.019,0.019,0.0,0.050
4,1749110914.20,75,0.048,0.048,0.074,1.977,0.00,0.00,-0.95,0.00,0.08,none,0,20.79,3.16,0.00,19.84,0.020,0.020,0.0,0.050
5,1749110914.25,75,0.060,0.057,0.097,2.459,0.00,0.00,-0.94,0.00,0.07,none,0,20.74,3.15,0.00,19.82,0.023,0.023,0.0,0.050
6,1749110914.30,75,0.071,0.061,0.107,2.448,0.00,0.00,-0.94,0.00,0.06,none,0,20.67,3.13,0.00,19.85,0.022,0.022,0.0,0.050
7,1749110914.35,75,0.079,0.064,0.108,2.368,0.00,0.00,-0.94,0.00,0.05,none,0,20.57,3.11,0.00,19.80,0.021,0.021,0.0,0.050
8,1749110914.40,75,0.077,0.065,0.108,1.881,0.00,0.00,-0.94,0.00,0.05,none,0,20.48,3.10,0.00,19.95,0.021,0.021,0.0,0.050
9,1749110914.45,75,0.079,0.063,0.108,1.544,0.00,0.00,-0.93,0.00,0.04,none,0,20.40,3.08,0.00,19.82,0.025,0.025,0.0,0.050
10,1749110914.50,75,0.075,0.062,0.104,1.282,0.00,0.00,-0.93,0.00,0.03,none,0,20.33,3.07,0.00,19.81,0.022,0.022,0.0,0.050
11,1749110914.55,75,0.072,0.059,0.102,1.263,0.00,0.00,-0.93,0.00,0.02,none,0,20.26,3.05,0.00,19.80,0.025,0.025,0.0,0.050
12,1749110914.60,75,0.073,0.061,0.103,0.929,0.00,0.00,-0.93,0.00,0.02,none,0,20.20,3.04,0.00,19.92,0.024,0.024,0.0,0.050
13,1749110914.65,75,0.072,0.059,0.105,1.546,0.00,0.00,-0.93,0.00,0.01,none,0,20.15,3.03,0.00,19.96,0.022,0.022,0.0,0.050
14,1749110914.70,75,0.068,0.054,0.097,0.645,0.00,0.00,-0.93,0.00,0.01,none,0,20.11,3.02,0.00,19.85,0.025,0.025,0.0,0.050
15,1749110914.75,75,0.061,0.049,0.084,0.655,0.00,0.00,-0.93,0.00,0.01,none,0,20.07,3.01,0.00,19.96,0.024,0.024,0.0,0.050
16,1749110914.80,75,0.051,0.043,0.073,0.515,0.00,0.00,-0.93,0.00,0.00,none,0,20.04,3.01,0.00,19.85,0.027,0.027,0.0,0.050
17,1749110914.85,75,0.040,0.037,0.064,0.387,0.00,0.00,-0.93,0.00,0.00,none,0,20.01,3.00,0.00,19.83,0.026,0.026,0.0,0.050
18,1749110914.90,75,0.035,0.031,0.056,0.400,0.00,0.00,-0.93,0.00,0.00,none,0,20.01,3.00,0.00,19.87,0.022,0.022,0.0,0.050
19,1749110914.95,75,0.027,0.028,0.049,0.417,0.00,0.00,-0.93,0.00,0.00,none,0,20.04,3.01,0.00,19.94,0.023,0.023,0.0,0.050
20,1749110915.00,75,0.024,0.025,0.044,0.357,0.00,0.00,-0.93,0.00,0.01,none,0,20.06,3.01,0.00,19.97,0.024,0.024,0.0,0.050
21,1749110915.06,75,0.021,0.023,0.038,0.501,0.00,0.00,-0.93,0.00,0.01,none,0,20.07,3.01,0.00,19.95,0.021,0.021,0.0,0.050
22,1749110915.11,75,0.019,0.022,0.036,0.506,0.00,0.00,-0.93,0.00,0.01,none,0,20.08,3.02,0.00,19.82,0.023,0.023,0.0,0.050
23,1749110915.16,75,0.019,0.021,0.032,0.523,0.00,0.00,-0.93,0.00,0.01,none,0,20.10,3.02,0.00,19.77,0.022,0.022,0.0,0.051
24,1749110915.21,75,0.017,0.020,0.031,0.548,0.00,0.00,-0.93,0.00,0.01,none,0,20.11,3.02,0.00,19.85,0.023,0.023,0.0,0.050
25,1749110915.26,75,0.017,0.019,0.030,0.452,0.00,0.00,-0.93,0.00,0.01,none,0,20.11,3.02,0.00,19.95,0.023,0.023,0.0,0.050
26,1749110915.31,75,0.017,0.020,0.031,1.177,0.00,0.00,-0.93,0.00,0.01,none,0,20.12,3.02,0.00,19.90,0.021,0.021,0.0,0.050
27,1749110915.36,75,0.019,0.020,0.032,0.648,0.00,0.00,-0.93,0.00,0.01,none,0,20.12,3.02,0.00,19.92,0.023,0.023,0.0,0.050
28,1749110915.43,75,0.020,0.021,0.034,0.427,0.00,0.00,-0.93,0.00,0.01,none,0,20.13,3.03,0.00,14.90,0.023,0.023,0.0,0.067
29,1749110915.47,75,0.021,0.022,0.034,0.711,0.00,0.00,-0.93,0.00,0.01,none,0,20.13,3.03,0.00,19.88,0.022,0.022,0.0,0.050
30,1749110915.52,75,0.022,0.023,0.035,0.690,0.00,0.00,-0.93,0.00,0.01,none,0,20.13,3.03,0.00,19.77,0.022,0.022,0.0,0.051
31,1749110915.58,75,0.022,0.023,0.036,0.487,0.00,0.00,-0.93,0.00,0.01,none,0,20.13,3.03,0.00,19.92,0.022,0.022,0.0,0.050
32,1749110915.63,75,0.022,0.023,0.037,0.837,0.00,0.00,-0.93,0.00,0.01,none,0,20.13,3.03,0.00,19.76,0.019,0.019,0.0,0.051
33,1749110915.68,75,0.022,0.023,0.038,0.619,0.00,0.00,-0.94,0.00,0.01,none,0,20.13,3.03,0.00,19.81,0.019,0.019,0.0,0.050
34,1749110915.73,75,0.022,0.024,0.038,0.550,0.00,0.00,-0.94,0.00,0.01,none,0,20.13,3.03,0.00,19.91,0.021,0.021,0.0,0.050
35,1749110915.78,75,0.023,0.025,0.039,0.778,0.00,0.00,-0.94,0.00,0.01,none,0,20.13,3.03,0.00,19.91,0.021,0.021,0.0,0.050
36,1749110915.83,75,0.024,0.025,0.039,0.574,0.00,0.00,-0.94,0.00,0.01,none,0,20.13,3.03,0.00,19.96,0.019,0.019,0.0,0.050
37,1749110915.88,75,0.024,0.024,0.037,0.514,0.00,0.00,-0.94,0.00,0.01,none,0,20.12,3.02,0.00,19.93,0.019,0.019,0.0,0.050
38,1749110915.93,75,0.024,0.024,0.037,0.549,0.00,0.00,-0.94,0.00,0.01,none,0,20.12,3.02,0.00,19.93,0.019,0.019,0.0,0.050
39,1749110915.98,75,0.024,0.024,0.037,0.547,0.00,0.00,-0.94,0.00,0.01,none,0,20.12,3.02,0.00,19.76,0.020,0.020,0.0,0.051
