frame,time,features,flow_left,flow_center,flow_right,flow_std,pos_x,pos_y,pos_z,yaw,speed,state,collided,obstacle,side_safe,brake_thres,dodge_thres,probe_req,fps,simgetimage_s,decode_s,processing_s,loop_s
2,1749222758.47,75,0.039,0.027,0.046,1.430,0.00,0.00,-0.96,0.00,0.07,none,1,0,0,20.65,2.03,0.00,11.99,0.022,0.002,0.0,0.083
3,1749222758.50,75,0.050,0.041,0.061,2.152,0.00,0.00,-0.95,0.00,0.08,none,0,0,0,20.77,2.04,0.00,19.96,0.019,0.002,0.0,0.050
4,1749222758.56,75,0.063,0.054,0.085,2.290,0.00,0.00,-0.95,0.00,0.08,none,0,0,1,20.78,2.04,0.00,19.96,0.018,0.002,0.0,0.050
5,1749222758.61,75,0.073,0.059,0.104,2.474,0.00,0.00,-0.95,0.00,0.07,none,0,0,1,20.72,2.04,0.00,19.95,0.019,0.002,0.0,0.050
6,1749222758.66,75,0.082,0.060,0.114,2.208,0.00,0.00,-0.94,0.00,0.06,none,0,0,1,20.62,2.03,0.00,19.96,0.019,0.002,0.0,0.050
7,1749222758.71,75,0.083,0.064,0.110,2.111,0.00,0.00,-0.94,0.00,0.05,none,0,0,1,20.54,2.03,0.00,19.96,0.017,0.002,0.0,0.050
8,1749222758.76,75,0.084,0.066,0.111,2.161,0.00,0.00,-0.94,0.00,0.04,none,0,0,1,20.45,2.02,0.00,19.95,0.018,0.002,0.0,0.050
9,1749222758.81,75,0.082,0.063,0.111,1.578,0.00,0.00,-0.94,0.00,0.03,none,0,0,1,20.38,2.02,0.00,19.83,0.018,0.002,0.0,0.050
10,1749222758.86,75,0.080,0.061,0.107,1.278,0.00,0.00,-0.93,0.00,0.03,none,0,0,1,20.30,2.02,0.00,19.98,0.019,0.002,0.0,0.050
11,1749222758.91,75,0.075,0.059,0.103,1.023,0.00,0.00,-0.93,0.00,0.02,none,0,0,1,20.25,2.01,0.00,19.80,0.017,0.002,0.0,0.051
12,1749222758.96,75,0.075,0.059,0.105,1.017,0.00,0.00,-0.93,0.00,0.02,none,0,0,1,20.19,2.01,0.00,19.83,0.016,0.002,0.0,0.050
13,1749222759.01,75,0.072,0.056,0.102,0.751,0.00,0.00,-0.93,0.00,0.01,none,0,0,1,20.14,2.01,0.00,19.93,0.017,0.002,0.0,0.050
14,1749222759.06,75,0.065,0.052,0.092,0.606,0.00,0.00,-0.93,0.00,0.01,none,0,0,1,20.10,2.01,0.00,19.87,0.017,0.002,0.0,0.050
