frame,time,features,flow_left,flow_center,flow_right,flow_std,pos_x,pos_y,pos_z,yaw,speed,state,collided,brake_thres,dodge_thres,probe_req,fps,simgetimage_s,decode_s,processing_s,loop_s
2,1749105062.29,75,0.032,0.023,0.044,1.777,0.00,0.00,-0.95,0.00,0.07,none,1,35.78,5.16,0.00,19.79,0.020,0.020,0.0,0.051
3,1749105062.34,75,0.043,0.051,0.075,1.732,0.00,0.00,-0.95,0.00,0.08,none,0,36.16,5.23,0.00,19.89,0.024,0.024,0.0,0.051
4,1749105062.39,75,0.062,0.061,0.099,2.319,0.00,0.00,-0.95,0.00,0.08,none,0,36.16,5.23,0.00,19.91,0.022,0.022,0.0,0.051
5,1749105062.44,75,0.080,0.065,0.114,2.540,0.00,0.00,-0.94,0.00,0.07,none,0,36.07,5.21,0.00,19.96,0.021,0.021,0.0,0.051
6,1749105062.50,75,0.087,0.070,0.119,2.270,0.00,0.00,-0.94,0.00,0.06,none,0,35.92,5.18,0.00,19.80,0.023,0.023,0.0,0.052
7,1749105062.55,75,0.100,0.081,0.137,2.311,0.00,0.00,-0.94,0.00,0.05,none,0,35.79,5.16,0.00,19.89,0.021,0.021,0.0,0.051
8,1749105062.60,75,0.101,0.076,0.138,1.674,0.00,0.00,-0.93,0.00,0.04,none,0,35.66,5.13,0.00,19.81,0.020,0.020,0.0,0.051
9,1749105062.65,75,0.097,0.071,0.128,1.532,0.00,0.00,-0.93,0.00,0.03,none,0,35.54,5.11,0.00,19.96,0.023,0.023,0.0,0.051
10,1749105062.70,75,0.080,0.064,0.115,1.319,0.00,0.00,-0.93,0.00,0.03,none,0,35.43,5.09,0.00,19.85,0.025,0.025,0.0,0.052
11,1749105062.75,75,0.064,0.052,0.100,0.880,0.00,0.00,-0.93,0.00,0.02,none,0,35.34,5.07,0.00,19.79,0.024,0.024,0.0,0.052
12,1749105062.81,75,0.053,0.042,0.087,1.315,0.00,0.00,-0.93,0.00,0.02,none,0,35.26,5.05,0.00,19.77,0.022,0.022,0.0,0.052
13,1749105062.86,75,0.047,0.038,0.073,0.688,0.00,0.00,-0.93,0.00,0.01,none,0,35.18,5.04,0.00,19.87,0.024,0.024,0.0,0.051
14,1749105062.91,75,0.037,0.031,0.058,0.557,0.00,0.00,-0.93,0.00,0.01,none,0,35.12,5.02,0.00,19.83,0.021,0.021,0.0,0.051
15,1749105062.96,75,0.032,0.030,0.048,0.741,0.00,0.00,-0.93,0.00,0.00,none,0,35.07,5.01,0.00,19.84,0.023,0.023,0.0,0.051
16,1749105063.01,75,0.028,0.026,0.041,0.407,0.00,0.00,-0.93,0.00,0.00,none,0,35.02,5.00,0.00,19.78,0.023,0.023,0.0,0.051
17,1749105063.07,75,0.023,0.023,0.033,0.365,0.00,0.00,-0.93,0.00,0.00,none,0,35.02,5.00,0.00,19.82,0.022,0.022,0.0,0.051
18,1749105063.12,75,0.019,0.020,0.028,0.297,0.00,0.00,-0.93,0.00,0.00,none,0,35.05,5.01,0.00,19.97,0.024,0.024,0.0,0.051
19,1749105063.17,75,0.015,0.019,0.028,0.335,0.00,0.00,-0.93,0.00,0.01,none,0,35.08,5.02,0.00,19.86,0.024,0.024,0.0,0.052
20,1749105063.22,75,0.014,0.016,0.026,0.503,0.00,0.00,-0.93,0.00,0.01,none,0,35.11,5.02,0.00,19.80,0.025,0.025,0.0,0.052
21,1749105063.27,75,0.014,0.019,0.027,0.634,0.00,0.00,-0.93,0.00,0.01,none,0,35.12,5.02,0.00,19.92,0.019,0.019,0.0,0.052
22,1749105063.32,75,0.016,0.020,0.028,0.496,0.00,0.00,-0.93,0.00,0.01,none,0,35.14,5.03,0.00,19.79,0.021,0.021,0.0,0.052
23,1749105063.38,75,0.017,0.021,0.029,0.459,0.00,0.00,-0.93,0.00,0.01,none,0,35.16,5.03,0.00,19.88,0.024,0.024,0.0,0.051
24,1749105063.43,75,0.020,0.022,0.030,0.516,0.00,0.00,-0.93,0.00,0.01,none,0,35.17,5.03,0.00,19.79,0.024,0.024,0.0,0.052
25,1749105063.48,75,0.020,0.023,0.036,1.213,0.00,0.00,-0.93,0.00,0.01,none,0,35.18,5.04,0.00,19.97,0.022,0.022,0.0,0.051
26,1749105063.53,75,0.022,0.022,0.036,0.520,0.00,0.00,-0.93,0.00,0.01,none,0,35.19,5.04,0.00,19.77,0.023,0.023,0.0,0.052
27,1749105063.58,75,0.022,0.023,0.037,0.570,0.00,0.00,-0.93,0.00,0.01,none,0,35.19,5.04,0.00,19.89,0.026,0.026,0.0,0.051
28,1749105063.63,75,0.022,0.023,0.039,0.621,0.00,0.00,-0.93,0.00,0.01,none,0,35.19,5.04,0.00,19.77,0.021,0.021,0.0,0.052
29,1749105063.69,75,0.021,0.023,0.042,0.656,0.00,0.00,-0.93,0.00,0.01,none,0,35.20,5.04,0.00,19.88,0.022,0.022,0.0,0.052
