frame,time,features,flow_left,flow_center,flow_right
131,1748875815.34,35,0.005,0.005,0.004
132,1748875815.47,35,0.006,0.006,0.005
133,1748875815.57,35,0.006,0.006,0.006
134,1748875815.70,35,0.007,0.007,0.006
135,1748875815.80,35,0.007,0.007,0.007
136,1748875815.92,35,0.007,0.007,0.007
137,1748875816.05,35,0.007,0.007,0.007
138,1748875816.17,35,0.007,0.007,0.007
139,1748875816.29,35,0.006,0.006,0.007
140,1748875816.40,35,0.006,0.006,0.006
141,1748875816.53,35,0.005,0.005,0.006
142,1748875816.63,35,0.004,0.004,0.005
143,1748875816.75,35,0.004,0.004,0.004
144,1748875816.87,35,0.003,0.003,0.003
145,1748875816.99,35,0.002,0.002,0.003
146,1748875817.10,35,0.002,0.002,0.002
