frame,time,features,flow_left,flow_center,flow_right
2,1748954611.78,150,0.146,0.114,0.010
3,1748954611.97,150,0.307,0.227,0.014
4,1748954612.06,150,0.264,0.201,0.013
5,1748954612.16,150,0.228,0.171,0.012
6,1748954612.26,150,0.201,0.152,0.012
7,1748954612.36,150,0.182,0.137,0.011
8,1748954612.47,150,0.092,0.072,0.008
9,1748954612.57,150,0.058,0.043,0.007
10,1748954612.67,150,0.038,0.030,0.006
11,1748954612.78,150,0.027,0.020,0.005
12,1748954612.88,150,0.025,0.019,0.005
13,1748954612.98,150,0.030,0.027,0.006
14,1748954613.09,150,0.039,0.032,0.007
15,1748954613.19,150,0.044,0.036,0.007
16,1748954613.29,150,0.047,0.038,0.007
17,1748954613.40,150,0.051,0.039,0.007
18,1748954613.50,150,0.051,0.036,0.007
19,1748954613.61,150,0.051,0.040,0.007
20,1748954613.71,150,0.050,0.039,0.007
21,1748954613.84,150,0.051,0.039,0.007
22,1748954613.94,140,3.432,4.727,6.192
23,1748954614.03,147,5.528,6.957,8.468
24,1748954614.13,147,7.166,7.540,8.809
25,1748954614.24,150,7.268,7.618,9.000
26,1748954614.34,150,8.439,7.896,9.172
27,1748954614.44,150,6.586,3.891,3.229
28,1748954614.54,150,5.991,2.325,1.381
29,1748954614.64,150,5.820,2.536,1.407
30,1748954614.74,150,7.197,3.162,1.820
31,1748954614.84,150,7.365,3.450,2.128
32,1748954614.93,150,7.103,3.355,2.444
33,1748954615.04,150,6.851,3.457,2.818
34,1748954615.15,150,6.394,3.398,3.322
35,1748954615.25,150,5.716,3.303,3.642
36,1748954615.37,150,5.106,3.396,4.202
37,1748954615.47,150,4.487,3.427,4.806
38,1748954615.58,148,3.838,3.228,5.195
39,1748954615.69,150,3.409,3.051,5.601
40,1748954615.79,150,3.182,2.966,5.964
41,1748954615.89,150,3.015,2.735,6.347
42,1748954616.00,148,2.983,2.484,6.881
43,1748954616.12,142,3.177,2.353,7.840
44,1748954616.24,133,3.394,2.158,8.566
45,1748954616.35,137,3.678,2.002,9.077
46,1748954616.47,142,3.849,1.816,9.107
47,1748954616.57,149,4.081,1.679,8.881
48,1748954616.67,142,3.907,1.447,8.218
49,1748954616.79,146,3.797,1.303,7.499
50,1748954616.89,147,3.613,1.111,6.575
51,1748954616.99,147,3.484,1.042,5.945
52,1748954617.10,148,3.203,0.976,5.453
53,1748954617.22,149,2.980,0.924,4.940
54,1748954617.32,150,2.715,0.847,4.605
55,1748954617.44,150,2.514,0.819,4.821
56,1748954617.54,150,2.326,0.777,4.997
57,1748954617.64,150,2.173,0.748,5.001
58,1748954617.77,149,2.309,0.761,5.269
59,1748954617.87,150,2.330,0.739,5.142
60,1748954617.98,150,2.355,0.732,5.068
61,1748954618.09,150,2.336,0.724,5.082
62,1748954618.19,150,2.371,0.708,5.280
63,1748954618.31,150,2.313,0.674,5.198
64,1748954618.42,150,2.223,0.670,5.289
65,1748954618.53,150,2.104,0.659,5.208
66,1748954618.63,150,2.029,0.670,5.126
67,1748954618.74,150,1.913,0.677,4.874
68,1748954618.85,150,1.769,0.672,4.490
69,1748954618.96,150,1.727,0.697,4.405
70,1748954619.07,150,1.705,0.698,4.217
71,1748954619.18,150,1.723,0.667,3.937
72,1748954619.31,150,1.827,0.659,3.754
73,1748954619.41,150,1.865,0.622,3.669
74,1748954619.52,149,1.892,0.563,3.388
75,1748954619.63,150,1.974,0.540,3.292
76,1748954619.73,150,1.966,0.523,3.130
77,1748954619.83,150,1.896,0.503,2.940
78,1748954619.94,150,1.943,0.514,2.830
79,1748954620.04,150,2.006,0.526,2.870
80,1748954620.16,150,2.003,0.529,2.864
81,1748954620.26,150,2.110,0.552,2.995
82,1748954620.36,150,2.150,0.559,3.097
83,1748954620.48,149,2.190,0.576,3.047
84,1748954620.59,150,2.246,0.609,2.921
85,1748954620.71,150,2.207,0.620,2.769
86,1748954620.82,150,2.076,0.639,2.580
87,1748954620.92,150,1.978,0.658,2.375
88,1748954621.03,150,1.803,0.674,2.263
89,1748954621.15,150,1.673,0.698,2.330
90,1748954621.25,149,1.568,0.715,2.401
91,1748954621.35,150,1.586,0.743,2.619
92,1748954621.46,150,1.642,0.781,2.805
93,1748954621.56,147,1.777,0.791,2.937
94,1748954621.66,148,1.772,0.766,2.915
95,1748954621.77,147,1.829,0.773,2.833
96,1748954621.88,149,1.862,0.741,2.689
97,1748954621.98,150,1.819,0.720,2.524
98,1748954622.09,150,1.754,0.729,2.441
99,1748954622.19,150,1.777,0.760,2.419
100,1748954622.31,150,1.865,0.821,2.506
101,1748954622.42,150,1.837,0.874,2.493
102,1748954622.52,149,1.920,0.914,2.566
103,1748954622.64,150,1.955,0.939,2.664
104,1748954622.74,150,1.983,0.963,2.773
105,1748954622.86,150,1.984,0.984,2.861
106,1748954622.97,150,2.075,0.982,3.005
107,1748954623.08,150,2.109,0.998,3.073
108,1748954623.21,149,2.185,1.039,3.210
109,1748954623.32,147,2.299,1.085,3.338
110,1748954623.43,150,2.326,1.069,3.335
111,1748954623.54,150,2.344,1.115,3.352
112,1748954623.65,150,2.391,1.164,3.493
113,1748954623.76,149,2.387,1.188,3.500
114,1748954623.86,150,2.418,1.215,3.582
115,1748954623.97,150,2.452,1.187,3.726
116,1748954624.07,150,2.502,1.162,3.888
117,1748954624.18,148,2.583,1.151,4.104
118,1748954624.29,150,2.666,1.107,4.325
119,1748954624.41,127,2.825,1.114,4.776
120,1748954624.53,137,3.033,1.165,5.079
121,1748954624.66,147,3.396,1.308,5.588
122,1748954624.78,150,3.607,1.371,5.801
123,1748954624.90,145,3.926,1.477,6.456
124,1748954625.01,143,3.980,1.482,6.495
125,1748954625.11,132,4.150,1.560,7.051
126,1748954625.23,141,4.535,1.574,8.145
127,1748954625.34,145,4.902,1.631,9.521
128,1748954625.46,123,5.425,1.920,11.937
129,1748954625.57,130,6.367,2.167,12.934
130,1748954625.68,125,7.861,2.554,14.287
131,1748954625.81,91,9.506,4.377,15.177
132,1748954625.91,126,10.531,6.221,16.213
133,1748954626.01,148,12.156,7.945,15.846
134,1748954626.12,147,13.734,10.408,17.426
135,1748954626.23,141,15.037,13.312,18.941
136,1748954626.32,113,17.019,15.542,20.196
137,1748954626.43,121,21.018,19.604,22.146
138,1748954626.52,65,28.488,21.222,23.776
139,1748954626.62,15,37.830,36.369,27.211
