frame,time,features,flow_left,flow_center,flow_right,flow_std,pos_x,pos_y,pos_z,yaw,speed,state,collided,obstacle,brake_thres,dodge_thres,probe_req,fps,simgetimage_s,decode_s,processing_s,loop_s
2,1749149964.09,75,0.034,0.027,0.043,1.337,0.00,0.00,-0.96,0.00,0.06,none,1,0,20.55,2.05,0.00,14.44,0.020,0.020,0.0,0.069
3,1749149964.12,75,0.043,0.036,0.049,1.462,0.00,0.00,-0.96,0.00,0.08,none,0,0,20.72,2.07,0.00,19.80,0.022,0.022,0.0,0.051
4,1749149964.17,75,0.065,0.049,0.087,2.530,0.00,0.00,-0.96,0.00,0.08,none,0,0,20.78,2.08,0.00,19.84,0.023,0.023,0.0,0.050
5,1749149964.22,75,0.074,0.056,0.103,2.294,0.00,0.00,-0.95,0.00,0.07,none,0,0,20.73,2.07,0.00,19.95,0.023,0.023,0.0,0.050
6,1749149964.27,75,0.073,0.062,0.110,2.223,0.00,0.00,-0.95,0.00,0.06,none,0,0,20.64,2.06,0.00,19.89,0.024,0.024,0.0,0.050
7,1749149964.32,75,0.076,0.063,0.117,2.363,0.00,0.00,-0.95,0.00,0.05,none,0,0,20.56,2.06,0.00,19.94,0.025,0.025,0.0,0.050
8,1749149964.37,75,0.076,0.062,0.115,1.869,0.00,0.00,-0.95,0.00,0.04,none,0,0,20.47,2.05,0.00,19.91,0.021,0.021,0.0,0.050
9,1749149964.42,75,0.076,0.061,0.113,1.555,0.00,0.00,-0.94,0.00,0.04,none,0,0,20.39,2.04,0.00,19.97,0.021,0.021,0.0,0.050
10,1749149964.47,75,0.075,0.061,0.107,1.515,0.00,0.00,-0.94,0.00,0.03,none,0,0,20.32,2.03,0.00,19.88,0.020,0.020,0.0,0.050
11,1749149964.52,75,0.074,0.060,0.104,1.336,0.00,0.00,-0.94,0.00,0.02,none,0,0,20.26,2.03,0.00,19.90,0.024,0.024,0.0,0.050
12,1749149964.57,75,0.075,0.063,0.106,1.583,0.00,0.00,-0.94,0.00,0.02,none,0,0,20.20,2.02,0.00,19.82,0.022,0.022,0.0,0.050
13,1749149964.63,75,0.074,0.061,0.106,0.768,0.00,0.00,-0.94,0.00,0.01,none,0,0,20.15,2.02,0.00,19.74,0.023,0.023,0.0,0.051
14,1749149964.68,75,0.065,0.056,0.093,0.564,0.00,0.00,-0.94,0.00,0.01,none,0,0,20.11,2.01,0.00,19.87,0.019,0.019,0.0,0.050
15,1749149964.73,75,0.057,0.050,0.083,0.664,0.00,0.00,-0.94,0.00,0.01,none,0,0,20.07,2.01,0.00,19.98,0.022,0.022,0.0,0.050
16,1749149964.78,75,0.053,0.044,0.071,0.470,0.00,0.00,-0.94,0.00,0.00,none,0,0,20.04,2.00,0.00,19.75,0.022,0.022,0.0,0.051
17,1749149964.83,75,0.046,0.039,0.059,0.476,0.00,0.00,-0.94,0.00,0.00,none,0,0,20.01,2.00,0.00,19.83,0.022,0.022,0.0,0.050
18,1749149964.88,75,0.039,0.034,0.050,0.288,0.00,0.00,-0.94,0.00,0.00,none,0,0,20.02,2.00,0.00,19.89,0.021,0.021,0.0,0.050
19,1749149964.93,75,0.033,0.031,0.043,0.385,0.00,0.00,-0.94,0.00,0.00,none,0,0,20.04,2.00,0.00,19.92,0.022,0.022,0.0,0.050
20,1749149964.98,75,0.028,0.026,0.039,0.521,0.00,0.00,-0.94,0.00,0.01,none,0,0,20.06,2.01,0.00,19.83,0.022,0.022,0.0,0.050
21,1749149965.03,75,0.025,0.023,0.035,0.942,0.00,0.00,-0.94,0.00,0.01,none,0,0,20.07,2.01,0.00,19.86,0.021,0.021,0.0,0.050
22,1749149965.08,75,0.023,0.020,0.031,0.518,0.00,0.00,-0.94,0.00,0.01,none,0,0,20.09,2.01,0.00,19.96,0.025,0.025,0.0,0.050
23,1749149965.13,75,0.020,0.019,0.030,0.447,0.00,0.00,-0.94,0.00,0.01,none,0,0,20.10,2.01,0.00,19.94,0.026,0.026,0.0,0.050
24,1749149965.18,75,0.020,0.018,0.029,0.499,0.00,0.00,-0.94,0.00,0.01,none,0,0,20.11,2.01,0.00,19.91,0.024,0.024,0.0,0.050
25,1749149965.23,75,0.019,0.018,0.028,0.545,0.00,0.00,-0.94,0.00,0.01,none,0,0,20.11,2.01,0.00,19.74,0.019,0.019,0.0,0.051
26,1749149965.28,75,0.019,0.019,0.029,0.673,0.00,0.00,-0.94,0.00,0.01,none,0,0,20.12,2.01,0.00,19.84,0.018,0.018,0.0,0.050
27,1749149965.33,75,0.020,0.021,0.030,1.155,0.00,0.00,-0.94,0.00,0.01,none,0,0,20.12,2.01,0.00,19.83,0.020,0.020,0.0,0.050
28,1749149965.38,75,0.020,0.022,0.032,0.473,0.00,0.00,-0.94,0.00,0.01,none,0,0,20.13,2.01,0.00,19.92,0.021,0.021,0.0,0.050
29,1749149965.43,75,0.022,0.023,0.034,1.018,0.00,0.00,-0.94,0.00,0.01,none,0,0,20.13,2.01,0.00,19.83,0.023,0.023,0.0,0.050
30,1749149965.48,75,0.024,0.024,0.035,0.770,0.00,0.00,-0.94,0.00,0.01,none,0,0,20.13,2.01,0.00,19.87,0.020,0.020,0.0,0.050
31,1749149965.53,75,0.024,0.025,0.036,0.916,0.00,0.00,-0.94,0.00,0.01,none,0,0,20.13,2.01,0.00,19.96,0.020,0.020,0.0,0.050
32,1749149965.58,75,0.027,0.025,0.037,0.870,0.00,0.00,-0.94,0.00,0.01,none,0,0,20.13,2.01,0.00,19.80,0.019,0.019,0.0,0.051
33,1749149965.63,75,0.028,0.026,0.036,0.739,0.00,0.00,-0.95,0.00,0.01,none,0,0,20.13,2.01,0.00,19.85,0.020,0.020,0.0,0.050
