frame,time,features,flow_left,flow_center,flow_right
55,1748953619.60,150,0.443,0.145,0.861
56,1748953619.71,150,0.402,0.135,0.871
57,1748953619.82,150,0.380,0.130,0.881
58,1748953619.94,149,0.396,0.131,0.894
59,1748953620.06,150,0.399,0.129,0.865
60,1748953620.17,150,0.394,0.123,0.839
61,1748953620.29,150,0.395,0.120,0.854
62,1748953620.41,150,0.393,0.119,0.860
63,1748953620.53,150,0.376,0.114,0.861
64,1748953620.64,149,0.356,0.109,0.844
65,1748953620.75,150,0.336,0.109,0.812
66,1748953620.87,150,0.308,0.105,0.753
67,1748953621.02,150,0.295,0.107,0.702
68,1748953621.12,150,0.268,0.103,0.623
69,1748953621.23,150,0.259,0.102,0.595
70,1748953621.34,150,0.245,0.097,0.527
71,1748953621.47,150,0.250,0.094,0.504
72,1748953621.60,149,0.249,0.084,0.483
73,1748953621.70,149,0.254,0.080,0.464
74,1748953621.82,150,0.257,0.075,0.440
75,1748953621.93,150,0.265,0.072,0.445
76,1748953622.04,150,0.253,0.068,0.407
77,1748953622.15,150,0.250,0.067,0.388
78,1748953622.27,150,0.258,0.068,0.391
79,1748953622.39,150,0.256,0.068,0.381
80,1748953622.50,150,0.254,0.068,0.374
81,1748953622.61,149,0.255,0.070,0.369
82,1748953622.74,150,0.268,0.072,0.346
83,1748953622.86,150,0.262,0.073,0.322
84,1748953622.98,150,0.254,0.076,0.312
85,1748953623.12,150,0.240,0.079,0.295
86,1748953623.23,150,0.226,0.081,0.278
87,1748953623.33,149,0.193,0.081,0.281
88,1748953623.44,149,0.177,0.081,0.292
89,1748953623.54,150,0.176,0.082,0.299
90,1748953623.65,150,0.179,0.081,0.298
91,1748953623.76,146,0.187,0.082,0.308
92,1748953623.88,148,0.198,0.082,0.301
93,1748953624.00,149,0.202,0.081,0.283
94,1748953624.11,149,0.202,0.078,0.269
95,1748953624.23,150,0.196,0.077,0.258
96,1748953624.34,150,0.193,0.079,0.254
97,1748953624.46,150,0.187,0.080,0.253
98,1748953624.57,150,0.184,0.083,0.248
99,1748953624.68,149,0.182,0.086,0.244
100,1748953624.78,150,0.182,0.088,0.245
101,1748953624.90,150,0.183,0.087,0.248
102,1748953625.01,150,0.182,0.088,0.251
103,1748953625.11,150,0.182,0.085,0.254
104,1748953625.22,150,0.185,0.085,0.261
105,1748953625.32,150,0.185,0.083,0.263
106,1748953625.43,147,0.185,0.083,0.261
107,1748953625.54,148,0.186,0.083,0.263
108,1748953625.66,150,0.191,0.087,0.273
109,1748953625.76,150,0.192,0.090,0.279
110,1748953625.88,150,0.197,0.096,0.288
111,1748953625.98,150,0.201,0.102,0.301
112,1748953626.11,149,0.209,0.103,0.325
113,1748953626.24,150,0.217,0.103,0.349
114,1748953626.35,148,0.223,0.103,0.367
115,1748953626.46,150,0.229,0.100,0.388
116,1748953626.57,132,0.237,0.098,0.414
117,1748953626.69,138,0.242,0.098,0.418
118,1748953626.80,147,0.250,0.100,0.425
119,1748953626.92,148,0.263,0.102,0.429
120,1748953627.04,148,0.279,0.106,0.451
121,1748953627.16,144,0.292,0.110,0.471
122,1748953627.27,131,0.307,0.117,0.515
123,1748953627.40,140,0.348,0.128,0.621
124,1748953627.51,146,0.373,0.134,0.734
125,1748953627.63,124,0.412,0.155,0.912
126,1748953627.74,133,0.474,0.169,0.992
127,1748953627.85,126,0.584,0.200,1.108
128,1748953627.96,97,0.684,0.295,1.110
129,1748953628.08,124,0.756,0.420,1.157
130,1748953628.18,148,0.885,0.553,1.148
131,1748953628.29,146,0.984,0.728,1.218
132,1748953628.39,141,1.057,0.918,1.294
133,1748953628.49,112,1.187,1.071,1.396
134,1748953628.58,121,1.450,1.333,1.503
135,1748953628.69,71,2.013,1.415,1.518
136,1748953628.79,23,2.632,2.370,1.700
137,1748953628.89,36,2.483,3.222,1.645
138,1748953628.99,8,2.155,3.787,1.475
139,1748953629.07,34,2.065,3.684,1.306
140,1748953629.16,71,1.564,3.597,1.157
141,1748953629.26,59,1.036,2.884,0.997
142,1748953629.35,41,1.274,2.335,0.943
143,1748953629.44,32,1.802,1.882,1.066
144,1748953629.54,32,2.724,1.815,1.209
145,1748953629.63,141,2.474,1.702,1.096
146,1748953629.73,129,2.269,1.288,0.835
147,1748953629.83,137,1.993,0.770,0.648
148,1748953629.93,130,1.530,0.405,0.428
149,1748953630.02,136,0.322,0.174,0.114
150,1748953630.13,133,0.316,0.141,0.104
151,1748953630.24,132,0.227,0.115,0.088
152,1748953630.34,137,0.177,0.104,0.074
153,1748953630.44,129,0.122,0.101,0.053
154,1748953630.53,130,0.090,0.111,0.055
155,1748953630.63,132,0.062,0.115,0.049
156,1748953630.73,133,0.051,0.127,0.053
157,1748953630.84,121,0.046,0.134,0.055
158,1748953630.93,132,0.045,0.146,0.057
159,1748953631.03,131,0.045,0.145,0.053
160,1748953631.13,127,0.045,0.125,0.054
161,1748953631.23,125,0.046,0.117,0.057
162,1748953631.33,131,0.046,0.114,0.062
163,1748953631.43,132,0.046,0.108,0.065
164,1748953631.52,130,0.045,0.110,0.076
165,1748953631.64,128,0.046,0.123,0.082
166,1748953631.73,128,0.041,0.106,0.071
167,1748953631.83,125,0.630,0.309,0.141
