frame,time,features,flow_left,flow_center,flow_right,speed
2,1748971953.23,75,0.155,0.073,0.157,0.07
3,1748971953.36,75,0.193,0.090,0.195,0.04
4,1748971953.49,75,0.184,0.084,0.184,0.03
5,1748971953.61,75,0.151,0.067,0.149,1.84
6,1748971955.74,75,3.813,3.972,8.978,1.84
7,1748971955.86,75,6.157,10.592,8.749,1.79
8,1748971955.98,75,7.953,11.861,9.217,1.78
9,1748971957.11,75,7.675,13.772,10.783,0.48
10,1748971958.29,75,6.725,17.572,11.077,0.12
11,1748971959.42,75,6.520,11.393,8.652,0.07
12,1748971960.54,75,4.966,6.431,5.563,0.07
13,1748971961.67,75,3.509,3.634,3.681,0.06
14,1748971962.79,75,2.731,2.165,2.638,0.07
15,1748971962.92,75,1.454,1.117,1.390,0.08
16,1748971963.04,75,9.811,20.929,4.794,0.31
17,1748971964.16,75,20.527,21.941,7.695,0.16
18,1748971966.50,75,20.387,16.041,10.035,0.93
