frame,time,features,flow_left,flow_center,flow_right,speed
2,1748959906.90,75,0.127,0.052,0.121,0.07
3,1748959907.00,75,0.164,0.072,0.178,0.06
4,1748959907.11,75,0.176,0.075,0.184,0.04
5,1748959907.21,75,0.155,0.067,0.156,1.84
6,1748959909.33,75,3.770,4.011,8.882,1.85
7,1748959909.43,75,6.230,9.765,9.145,1.81
8,1748959909.54,75,8.494,10.164,9.844,1.80
9,1748959910.66,75,7.825,12.875,10.645,0.51
10,1748959910.76,75,7.369,8.089,7.122,0.44
11,1748959911.87,75,4.637,12.591,9.611,0.10
12,1748959912.98,75,6.088,8.620,7.607,0.06
13,1748959914.08,75,4.558,5.002,4.955,0.05
14,1748959915.19,75,3.269,2.904,3.313,0.05
15,1748959916.29,75,2.560,1.798,2.414,0.05
16,1748959916.38,75,1.338,0.922,1.255,0.05
17,1748959916.48,75,8.650,17.484,9.291,0.25
18,1748959917.59,75,19.992,19.653,9.964,0.15
19,1748959919.93,75,14.272,15.226,11.524,0.93
20,1748959921.03,75,12.251,11.047,8.921,0.26
21,1748959921.14,75,6.460,5.742,5.077,0.23
22,1748959921.23,75,3.449,3.026,3.049,0.21
23,1748959921.36,70,20.962,22.530,11.234,0.34
24,1748959921.46,75,18.076,18.474,10.158,0.49
25,1748959921.55,74,12.341,11.343,7.222,0.62
26,1748959921.64,75,6.908,6.114,4.109,0.75
27,1748959921.73,75,5.970,4.580,3.676,0.87
28,1748959921.82,75,6.369,4.329,3.999,1.00
29,1748959921.91,75,7.455,4.700,4.662,1.11
30,1748959922.00,75,7.255,4.493,4.568,1.21
31,1748959922.10,75,7.596,4.684,4.759,1.31
32,1748959922.19,75,7.290,4.499,4.499,1.40
33,1748959922.29,75,7.099,4.389,4.359,1.48
34,1748959922.39,75,6.469,3.995,4.028,1.55
35,1748959922.49,75,5.957,3.674,3.781,1.61
36,1748959922.60,75,5.291,3.275,3.480,1.66
37,1748959922.71,75,4.548,2.856,3.149,1.71
38,1748959922.81,75,3.907,2.515,2.901,1.74
39,1748959922.91,75,3.281,2.159,2.602,1.77
40,1748959923.00,75,2.700,1.809,2.304,1.80
41,1748959923.11,75,2.385,1.630,2.211,1.83
42,1748959923.22,75,2.210,1.530,2.222,1.85
43,1748959923.32,75,1.788,1.254,1.944,1.87
44,1748959923.42,75,1.555,1.087,1.905,1.88
45,1748959923.52,75,1.383,0.962,1.982,1.90
46,1748959923.61,75,1.270,0.840,2.121,1.91
47,1748959923.71,75,1.172,0.731,2.313,1.92
48,1748959923.81,75,1.120,0.673,2.621,1.92
49,1748959923.91,75,1.065,0.593,2.877,1.93
50,1748959924.00,75,1.029,0.532,3.202,1.94
51,1748959924.10,75,1.001,0.484,3.510,1.94
52,1748959924.19,75,1.002,0.453,3.867,1.95
53,1748959924.31,75,1.093,0.477,4.727,1.95
54,1748959924.41,75,1.051,0.432,4.868,1.96
