frame,time,features,flow_left,flow_center,flow_right
2,1748952649.99,150,1.550,0.715,1.083
3,1748952650.10,150,1.755,0.789,1.220
4,1748952650.20,150,1.575,0.709,1.091
5,1748952650.29,150,1.327,0.602,0.922
6,1748952650.39,150,1.150,0.515,0.797
7,1748952650.49,150,0.883,0.393,0.611
8,1748952650.58,150,0.509,0.230,0.352
9,1748952650.67,150,0.274,0.125,0.192
10,1748952650.78,150,0.159,0.070,0.111
11,1748952650.88,150,0.076,0.040,0.055
12,1748952650.97,150,0.041,0.023,0.031
13,1748952651.06,150,0.033,0.018,0.026
14,1748952651.16,150,0.037,0.020,0.027
15,1748952651.25,150,0.048,0.023,0.034
16,1748952651.35,150,0.057,0.025,0.040
17,1748952651.45,150,0.060,0.026,0.042
18,1748952651.55,150,0.061,0.026,0.042
19,1748952651.65,150,0.057,0.024,0.040
20,1748952651.74,150,0.053,0.023,0.037
21,1748952651.83,150,0.044,0.022,0.031
22,1748952651.92,150,0.040,0.020,0.028
23,1748952652.00,150,0.039,0.018,0.027
24,1748952652.09,138,3.239,1.750,3.487
25,1748952652.18,117,4.268,3.377,6.405
26,1748952652.27,105,5.385,4.269,7.542
27,1748952652.35,105,5.584,4.524,7.789
28,1748952652.44,105,5.905,4.778,8.081
29,1748952652.53,105,3.283,3.550,5.163
30,1748952652.61,105,2.928,2.526,2.886
31,1748952652.71,105,2.617,2.285,2.520
32,1748952652.81,105,3.163,2.635,2.995
33,1748952652.91,105,3.504,2.958,3.337
34,1748952653.01,105,3.548,2.978,3.383
35,1748952653.11,105,3.426,2.836,3.269
36,1748952653.20,105,3.086,2.562,2.942
37,1748952653.30,104,2.783,2.290,2.648
38,1748952653.39,104,2.517,1.986,2.393
39,1748952653.49,104,2.278,1.707,2.164
40,1748952653.58,104,2.090,1.453,1.989
41,1748952653.69,104,2.019,1.280,1.936
42,1748952653.79,104,1.916,1.091,1.839
43,1748952653.88,104,1.855,0.945,1.810
44,1748952653.98,104,1.840,0.819,1.831
45,1748952654.09,104,1.866,0.720,1.876
46,1748952654.19,104,1.887,0.610,1.956
47,1748952654.30,88,1.997,0.551,2.093
48,1748952654.41,88,2.120,0.498,2.207
49,1748952654.51,86,2.164,0.432,2.236
50,1748952654.60,64,4.723,0.721,4.283
51,1748952656.14,60,4.624,0.656,3.992
52,1748952656.24,60,4.484,0.598,3.712
53,1748952656.35,59,4.350,0.553,3.465
54,1748952656.45,59,4.281,0.525,3.249
55,1748952656.55,56,1.610,0.156,0.984
56,1748952656.67,55,1.501,0.154,1.048
57,1748952656.78,54,1.402,0.153,1.105
58,1748952656.88,54,1.302,0.154,1.060
59,1748952656.99,53,1.195,0.154,1.056
60,1748952657.09,53,1.157,0.153,1.053
61,1748952657.20,53,1.234,0.153,1.055
62,1748952657.31,53,1.382,0.158,1.035
63,1748952657.42,53,1.468,0.155,1.076
64,1748952657.51,53,1.508,0.160,1.094
65,1748952657.62,53,1.502,0.167,1.136
66,1748952657.72,51,1.625,0.170,1.108
67,1748952657.84,51,1.647,0.169,1.045
68,1748952657.94,49,1.657,0.169,1.030
69,1748952658.04,49,1.641,0.168,1.126
70,1748952658.16,48,1.634,0.164,1.137
71,1748952658.25,44,1.392,0.158,1.080
72,1748952658.35,44,1.215,0.154,1.073
73,1748952658.45,44,1.228,0.158,1.076
74,1748952658.56,44,1.323,0.160,1.024
75,1748952658.67,41,1.251,0.163,0.982
76,1748952658.78,41,1.196,0.176,0.967
77,1748952658.89,40,1.177,0.179,0.968
78,1748952658.99,39,0.976,0.185,0.978
79,1748952659.10,37,0.806,0.189,1.101
80,1748952659.20,35,0.713,0.195,1.108
81,1748952659.31,33,0.646,0.194,1.195
82,1748952659.40,32,0.905,0.195,1.087
83,1748952659.50,32,1.088,0.194,0.929
84,1748952659.59,31,0.895,0.195,0.602
85,1748952659.69,31,0.826,0.190,0.453
86,1748952659.78,31,0.774,0.189,0.264
87,1748952659.89,31,0.324,0.200,0.263
88,1748952659.98,30,0.000,0.201,0.255
89,1748952660.08,30,0.000,0.206,0.255
90,1748952660.19,30,0.000,0.214,0.257
91,1748952660.29,30,0.000,0.225,0.262
92,1748952660.38,30,0.000,0.225,0.245
93,1748952660.48,30,0.000,0.233,0.248
94,1748952660.57,30,0.000,0.238,0.241
95,1748952660.67,30,0.000,0.243,0.239
96,1748952660.77,30,0.000,0.247,0.230
97,1748952660.86,29,0.000,0.255,0.239
98,1748952660.96,29,0.000,0.263,0.232
99,1748952661.06,29,0.000,0.273,0.248
100,1748952661.16,29,0.000,0.285,0.262
101,1748952661.25,29,0.000,0.297,0.275
102,1748952661.35,28,0.000,0.311,0.303
103,1748952661.46,27,0.000,0.326,0.335
104,1748952661.57,27,0.000,0.346,0.360
105,1748952661.66,27,0.000,0.350,0.375
106,1748952661.76,27,0.000,0.361,0.404
107,1748952661.86,27,0.000,0.376,0.426
108,1748952661.96,27,0.000,0.390,0.451
109,1748952662.07,27,0.000,0.405,0.479
110,1748952662.16,27,0.082,0.432,0.510
111,1748952662.26,27,0.190,0.447,0.535
112,1748952662.35,27,0.304,0.455,0.557
113,1748952662.45,24,0.405,0.480,0.589
114,1748952662.55,24,0.505,0.493,0.609
115,1748952662.65,17,0.527,0.506,0.643
116,1748952662.77,17,0.553,0.557,0.717
117,1748952662.87,17,0.568,0.598,0.803
118,1748952662.99,16,0.620,0.648,0.852
119,1748952663.09,13,0.674,0.663,0.919
120,1748952663.20,13,0.741,0.691,0.991
121,1748952663.30,13,0.797,0.703,1.051
122,1748952663.40,13,0.848,0.715,1.071
123,1748952663.49,13,0.904,0.721,1.169
124,1748952663.59,13,1.018,0.812,1.299
125,1748952663.69,7,1.116,0.900,1.335
126,1748952663.79,5,1.264,0.748,1.399
127,1748952663.90,2,1.340,0.603,1.406
128,1748952663.99,1,1.262,0.437,1.123
129,1748952664.10,1,1.332,0.223,0.793
130,1748952664.20,1,1.515,0.000,0.541
131,1748952664.30,1,1.432,0.000,0.231
132,1748952664.41,1,1.352,0.000,0.000
133,1748952664.51,1,1.817,0.000,0.000
134,1748952664.59,1,2.327,0.000,0.000
135,1748952664.68,0,1.876,0.000,0.000
