frame,time,features,flow_left,flow_center,flow_right,speed,x,y,z,yaw,collision,state,flow_std
10,1748943848.49,150,0.079,0.031,0.076,0.01,0.00,0.00,-0.94,0.00,0,resume,0.022
11,1748943848.60,150,0.060,0.024,0.056,0.05,0.00,0.00,-0.94,0.00,0,none,0.012
12,1748943848.70,150,7.386,6.486,5.676,0.23,0.01,0.00,-0.95,0.00,0,none,12.851
13,1748943848.79,129,10.620,9.163,7.527,0.43,0.04,0.00,-0.97,0.00,0,none,10.460
14,1748943848.90,127,9.673,8.630,7.104,0.57,0.08,0.00,-0.99,0.00,0,none,2.793
15,1748943848.99,126,9.738,8.651,7.164,0.71,0.14,0.00,-1.00,-0.00,0,none,0.191
16,1748943849.08,125,10.255,9.123,7.692,0.85,0.21,0.00,-1.02,-0.00,0,none,0.265
17,1748943849.18,125,6.538,5.907,5.051,0.98,0.30,0.00,-1.03,-0.00,0,none,0.536
18,1748943849.28,125,3.259,3.218,3.257,1.10,0.40,0.00,-1.04,-0.00,0,none,0.424
19,1748943849.37,125,2.801,2.611,2.913,1.21,0.51,0.00,-1.05,-0.00,0,none,0.439
20,1748943849.46,125,3.385,3.190,3.506,1.30,0.62,0.00,-1.06,-0.00,0,none,0.354
21,1748943849.56,125,3.475,3.279,3.601,1.41,0.79,0.00,-1.06,-0.00,0,none,0.350
22,1748943849.68,124,3.481,3.285,3.603,1.48,0.92,0.00,-1.06,-0.00,0,none,0.454
23,1748943849.77,124,3.133,2.950,3.253,1.55,1.07,0.00,-1.06,-0.00,0,none,0.305
24,1748943849.87,124,2.820,2.632,2.961,1.61,1.23,0.00,-1.06,-0.00,0,none,0.308
25,1748943849.97,124,2.518,2.346,2.687,1.66,1.39,0.00,-1.06,-0.00,0,none,0.307
26,1748943850.07,124,2.200,2.041,2.392,1.70,1.56,0.00,-1.06,-0.00,0,none,0.333
27,1748943850.17,124,1.800,1.603,1.972,1.74,1.74,0.00,-1.06,-0.00,0,none,0.366
28,1748943850.27,124,1.615,1.384,1.797,1.77,1.90,0.00,-1.06,-0.00,0,none,0.399
29,1748943850.37,123,1.404,1.158,1.587,1.80,2.07,0.00,-1.06,-0.00,0,none,0.375
30,1748943850.46,123,1.250,0.969,1.423,1.82,2.22,0.00,-1.06,-0.00,0,none,0.358
31,1748943850.55,123,1.152,0.821,1.305,1.85,2.44,0.00,-1.06,-0.00,0,none,0.387
32,1748943850.66,123,1.057,0.708,1.247,1.86,2.61,0.00,-1.06,-0.00,0,resume_reinforce,0.486
33,1748943850.76,123,0.950,0.589,1.149,1.88,2.79,0.00,-1.06,-0.00,0,none,0.406
34,1748943850.85,123,0.912,0.518,1.122,1.89,2.99,0.00,-1.05,-0.00,0,none,0.452
35,1748943850.96,123,0.837,0.447,1.098,1.90,3.19,0.00,-1.05,-0.00,0,none,0.483
36,1748943851.06,123,0.798,0.391,1.108,1.91,3.37,0.00,-1.05,-0.00,0,none,0.563
37,1748943851.16,123,0.719,0.311,1.027,1.92,3.54,0.00,-1.05,-0.00,0,none,0.484
38,1748943851.25,123,0.695,0.268,1.018,1.93,3.74,0.00,-1.05,-0.00,0,none,0.509
39,1748943851.35,123,0.661,0.229,1.002,1.94,3.94,0.00,-1.05,-0.00,0,none,0.540
40,1748943851.46,123,0.645,0.202,1.014,1.94,4.16,0.00,-1.05,-0.00,0,none,0.613
41,1748943851.57,122,0.596,0.173,1.012,1.95,4.39,0.00,-1.05,-0.00,0,none,0.719
42,1748943851.69,121,0.604,0.163,1.082,1.95,4.60,0.00,-1.05,-0.00,0,none,0.720
43,1748943851.79,121,0.615,0.148,1.096,1.96,4.79,0.00,-1.05,-0.00,0,none,0.593
44,1748943851.90,120,0.627,0.132,1.122,1.96,4.99,0.00,-1.05,-0.00,0,none,0.675
45,1748943851.99,117,0.631,0.117,1.108,1.96,5.19,0.00,-1.05,-0.00,0,none,0.605
46,1748943852.10,116,0.644,0.109,1.080,1.96,5.38,0.00,-1.05,-0.00,0,none,0.604
47,1748943852.19,113,0.611,0.092,1.001,1.97,5.60,0.00,-1.04,-0.00,0,none,0.547
48,1748943852.30,107,0.578,0.092,1.030,1.97,5.79,0.00,-1.04,-0.00,0,none,0.678
49,1748943852.40,103,0.519,0.085,0.979,1.97,5.97,0.00,-1.04,-0.00,0,none,0.507
50,1748943852.50,102,0.479,0.082,0.958,1.97,6.21,0.00,-1.04,-0.00,0,none,0.533
51,1748943852.62,102,0.453,0.081,0.970,1.97,6.40,0.00,-1.04,-0.00,0,none,0.633
52,1748943852.71,100,0.445,0.083,0.973,1.97,6.59,0.00,-1.04,-0.00,0,resume_reinforce,0.548
53,1748943852.81,100,0.433,0.076,0.894,1.97,6.77,0.00,-1.04,-0.00,0,none,0.467
54,1748943852.90,100,0.436,0.074,0.869,1.97,6.97,0.00,-1.04,-0.00,0,none,0.445
55,1748943853.00,100,0.445,0.071,0.846,1.97,7.15,0.00,-1.04,-0.00,0,none,0.516
56,1748943853.09,100,0.441,0.062,0.763,1.97,7.34,0.00,-1.04,-0.00,0,none,0.431
57,1748943853.19,100,0.437,0.060,0.728,1.97,7.53,0.00,-1.04,-0.00,0,none,0.477
58,1748943853.29,100,0.440,0.058,0.717,1.98,7.74,0.00,-1.04,-0.00,0,none,0.505
59,1748943853.39,99,0.467,0.058,0.746,1.98,7.91,0.00,-1.04,-0.00,0,none,0.621
60,1748943853.48,97,0.467,0.056,0.748,1.98,8.11,0.00,-1.04,-0.00,0,none,0.562
61,1748943853.58,85,0.453,0.056,0.745,1.98,8.31,0.00,-1.04,-0.00,0,none,0.461
62,1748943853.68,84,0.440,0.056,0.720,1.98,8.51,0.00,-1.04,-0.00,0,none,0.424
63,1748943853.78,81,0.423,0.054,0.694,1.98,8.71,0.00,-1.04,-0.00,0,none,0.435
64,1748943853.88,81,0.385,0.055,0.640,1.98,8.90,0.00,-1.04,-0.00,0,none,0.425
