frame,time,features,flow_left,flow_center,flow_right
2,1748954457.43,150,0.161,0.125,0.012
3,1748954457.60,150,0.296,0.224,0.013
4,1748954457.70,150,0.260,0.200,0.012
5,1748954457.80,150,0.229,0.176,0.012
6,1748954457.90,150,0.201,0.154,0.011
7,1748954458.00,150,0.179,0.136,0.010
8,1748954458.10,150,0.097,0.076,0.008
9,1748954458.20,150,0.061,0.046,0.007
10,1748954458.32,150,0.038,0.029,0.006
11,1748954458.41,150,0.026,0.020,0.005
12,1748954458.53,150,0.025,0.019,0.005
13,1748954458.63,150,0.029,0.022,0.005
14,1748954458.74,150,0.039,0.033,0.006
15,1748954458.84,150,0.045,0.036,0.007
16,1748954458.94,150,0.049,0.039,0.007
17,1748954459.04,150,0.050,0.039,0.007
18,1748954459.15,150,0.051,0.040,0.007
19,1748954459.27,150,0.052,0.036,0.006
20,1748954459.37,150,0.051,0.036,0.006
21,1748954459.46,150,0.048,0.038,0.007
22,1748954459.56,140,3.482,4.614,6.411
23,1748954459.65,146,5.596,6.801,8.806
24,1748954459.75,146,7.158,7.414,9.141
25,1748954459.84,150,7.269,7.457,9.301
26,1748954459.94,150,8.268,7.692,9.458
27,1748954460.04,150,6.305,3.642,3.261
28,1748954460.13,150,5.707,2.029,1.140
29,1748954460.24,150,5.665,2.290,1.187
30,1748954460.34,150,6.963,3.076,1.433
31,1748954460.45,150,7.415,3.703,1.814
32,1748954460.55,150,7.185,3.778,2.175
33,1748954460.64,150,6.737,3.883,2.575
34,1748954460.74,150,6.151,3.652,2.933
35,1748954460.84,150,5.627,3.497,3.420
36,1748954460.94,150,4.890,3.202,3.823
37,1748954461.05,150,4.323,3.195,4.353
38,1748954461.15,150,3.842,3.069,4.778
39,1748954461.25,150,3.483,2.975,5.284
40,1748954461.36,150,3.206,2.849,5.682
41,1748954461.48,150,3.154,2.862,6.256
42,1748954461.59,148,3.112,2.652,6.946
43,1748954461.72,150,3.276,2.512,7.907
44,1748954461.84,131,3.675,2.379,8.928
45,1748954461.97,137,3.978,2.215,9.526
46,1748954462.08,147,4.153,1.878,9.500
47,1748954462.19,145,4.464,1.761,9.416
48,1748954462.32,142,4.494,1.620,9.133
49,1748954462.44,143,4.163,1.412,7.940
50,1748954462.56,147,3.920,1.235,7.072
51,1748954462.67,149,3.740,1.158,6.512
52,1748954462.78,148,3.285,1.063,5.783
53,1748954462.89,149,2.915,0.939,5.031
54,1748954463.00,150,2.659,0.862,4.941
55,1748954463.10,150,2.427,0.781,4.975
56,1748954463.21,150,2.228,0.767,5.094
57,1748954463.32,150,2.179,0.732,5.258
58,1748954463.43,150,2.219,0.733,5.206
59,1748954463.55,150,2.349,0.759,5.362
60,1748954463.66,150,2.401,0.757,5.360
61,1748954463.78,150,2.411,0.736,5.449
62,1748954463.88,150,2.444,0.737,5.383
63,1748954463.99,150,2.373,0.711,5.368
64,1748954464.10,149,2.229,0.679,5.136
65,1748954464.20,150,2.101,0.676,4.987
66,1748954464.30,150,1.962,0.668,4.645
67,1748954464.41,150,1.822,0.659,4.307
68,1748954464.52,150,1.754,0.672,4.086
69,1748954464.63,150,1.708,0.674,3.876
70,1748954464.74,150,1.717,0.680,3.619
71,1748954464.88,150,1.868,0.688,3.773
72,1748954464.99,150,1.881,0.651,3.693
73,1748954465.09,149,1.912,0.604,3.547
74,1748954465.21,149,2.040,0.590,3.704
75,1748954465.33,150,2.059,0.549,3.698
76,1748954465.44,150,2.056,0.539,3.450
77,1748954465.57,150,2.210,0.572,3.487
78,1748954465.69,150,2.274,0.592,3.538
79,1748954465.80,150,2.239,0.585,3.302
80,1748954465.90,150,2.274,0.605,3.318
81,1748954466.01,150,2.213,0.599,3.303
82,1748954466.13,149,2.183,0.593,3.068
83,1748954466.23,150,2.223,0.605,2.866
84,1748954466.34,150,2.163,0.614,2.705
85,1748954466.45,150,2.051,0.640,2.541
86,1748954466.56,150,1.920,0.646,2.316
87,1748954466.67,150,1.789,0.678,2.341
88,1748954466.79,149,1.674,0.723,2.498
89,1748954466.89,149,1.618,0.747,2.641
90,1748954466.99,150,1.617,0.755,2.717
91,1748954467.09,150,1.674,0.792,2.828
92,1748954467.20,146,1.772,0.802,2.901
93,1748954467.33,148,1.815,0.796,2.839
94,1748954467.43,148,1.852,0.792,2.712
95,1748954467.54,149,1.865,0.770,2.615
96,1748954467.65,149,1.955,0.808,2.624
97,1748954467.77,150,1.888,0.813,2.580
98,1748954467.88,150,1.884,0.833,2.562
99,1748954467.98,150,1.896,0.856,2.551
100,1748954468.09,150,1.927,0.912,2.593
101,1748954468.20,150,1.920,0.934,2.595
102,1748954468.33,150,2.006,0.978,2.761
103,1748954468.45,150,2.077,1.030,2.896
104,1748954468.56,150,2.115,1.064,2.999
105,1748954468.66,150,2.164,1.050,3.070
106,1748954468.77,148,2.176,1.040,3.130
107,1748954468.87,149,2.132,1.012,3.071
108,1748954468.98,148,2.142,0.992,3.061
109,1748954469.09,150,2.185,1.012,3.133
110,1748954469.19,150,2.234,1.065,3.237
111,1748954469.31,150,2.279,1.094,3.338
112,1748954469.43,150,2.488,1.206,3.636
113,1748954469.55,149,2.595,1.236,3.896
114,1748954469.69,150,2.836,1.279,4.387
115,1748954469.80,148,2.924,1.277,4.618
116,1748954469.91,150,3.015,1.255,4.865
117,1748954470.02,129,3.003,1.188,5.069
118,1748954470.12,126,3.077,1.189,5.167
119,1748954470.23,148,3.033,1.157,5.064
120,1748954470.34,147,3.271,1.243,5.280
121,1748954470.45,149,3.441,1.281,5.647
122,1748954470.56,144,3.597,1.318,6.039
123,1748954470.67,141,3.724,1.353,6.439
124,1748954470.78,137,4.056,1.475,7.281
125,1748954470.88,141,4.281,1.481,8.441
126,1748954471.00,147,4.682,1.632,10.245
127,1748954471.11,128,5.206,1.876,12.320
128,1748954471.21,136,6.146,2.172,14.140
129,1748954471.32,125,7.722,2.649,15.528
130,1748954471.43,91,9.010,4.111,16.219
131,1748954471.53,129,9.977,5.648,16.420
132,1748954471.64,148,11.756,7.631,16.542
133,1748954471.74,148,13.521,10.241,17.175
134,1748954471.85,140,14.769,13.213,18.762
135,1748954471.96,114,18.078,16.443,20.266
136,1748954472.06,111,23.102,20.581,21.532
137,1748954472.17,68,32.476,22.124,22.134
138,1748954473.78,7,43.776,63.705,22.901
139,1748954474.87,15,40.804,70.921,20.110
140,1748954475.96,22,39.095,81.353,17.514
141,1748954477.05,43,35.369,94.350,15.344
142,1748954478.16,42,26.532,92.860,19.907
