frame,time,features,flow_left,flow_center,flow_right,flow_std,pos_x,pos_y,pos_z,yaw,speed,state,collided,obstacle,brake_thres,dodge_thres,probe_req,fps,simgetimage_s,decode_s,processing_s,loop_s
2,1749147411.58,75,0.043,0.020,0.037,1.493,0.00,0.00,-0.96,0.00,0.05,none,1,0,20.52,3.10,0.00,15.12,0.019,0.019,0.0,0.066
3,1749147411.62,75,0.041,0.039,0.054,2.201,0.00,0.00,-0.95,0.00,0.08,none,0,0,20.71,3.14,0.00,19.94,0.022,0.022,0.0,0.050
4,1749147411.67,75,0.054,0.050,0.078,2.017,0.00,0.00,-0.95,0.00,0.08,none,0,0,20.79,3.16,0.00,19.72,0.020,0.020,0.0,0.051
5,1749147411.72,75,0.067,0.055,0.099,2.359,0.00,0.00,-0.95,0.00,0.07,none,0,0,20.74,3.15,0.00,19.96,0.023,0.023,0.0,0.050
6,1749147411.77,75,0.076,0.056,0.108,2.206,0.00,0.00,-0.94,0.00,0.06,none,0,0,20.65,3.13,0.00,19.79,0.022,0.022,0.0,0.051
7,1749147411.82,75,0.082,0.063,0.108,2.500,0.00,0.00,-0.94,0.00,0.05,none,0,0,20.57,3.11,0.00,19.83,0.019,0.019,0.0,0.050
8,1749147411.87,75,0.082,0.065,0.110,2.039,0.00,0.00,-0.94,0.00,0.04,none,0,0,20.47,3.09,0.00,19.81,0.022,0.022,0.0,0.050
9,1749147411.92,75,0.080,0.062,0.109,1.470,0.00,0.00,-0.93,0.00,0.04,none,0,0,20.40,3.08,0.00,19.95,0.020,0.020,0.0,0.050
10,1749147411.97,75,0.078,0.061,0.107,1.500,0.00,0.00,-0.93,0.00,0.03,none,0,0,20.33,3.07,0.00,19.74,0.018,0.018,0.0,0.051
11,1749147412.02,75,0.073,0.058,0.103,1.216,0.00,0.00,-0.93,0.00,0.02,none,0,0,20.26,3.05,0.00,19.81,0.018,0.018,0.0,0.050
12,1749147412.07,75,0.072,0.059,0.105,0.947,0.00,0.00,-0.93,0.00,0.02,none,0,0,20.20,3.04,0.00,19.82,0.019,0.019,0.0,0.050
13,1749147412.12,75,0.072,0.057,0.104,0.860,0.00,0.00,-0.93,0.00,0.01,none,0,0,20.15,3.03,0.00,19.85,0.023,0.023,0.0,0.050
14,1749147412.17,75,0.066,0.052,0.097,1.334,0.00,0.00,-0.93,0.00,0.01,none,0,0,20.11,3.02,0.00,19.93,0.021,0.021,0.0,0.050
15,1749147412.22,75,0.058,0.048,0.085,0.580,0.00,0.00,-0.93,0.00,0.01,none,0,0,20.07,3.01,0.00,19.97,0.025,0.025,0.0,0.050
16,1749147412.27,75,0.050,0.044,0.073,0.478,0.00,0.00,-0.93,0.00,0.00,none,0,0,20.04,3.01,0.00,19.85,0.024,0.024,0.0,0.050
17,1749147412.32,75,0.040,0.036,0.064,0.374,0.00,0.00,-0.93,0.00,0.00,none,0,0,20.01,3.00,0.00,19.79,0.022,0.022,0.0,0.051
18,1749147412.37,75,0.033,0.030,0.055,0.308,0.00,0.00,-0.93,0.00,0.00,none,0,0,20.02,3.00,0.00,19.89,0.022,0.022,0.0,0.050
